electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
2863253.2,3741,4300 TACONY ST,First Philadelphia Charter School,778531801,19124,1,2002,K-12 School,78150,3687689,2381345.9,,,90,67.1,147,705.4,444.1,
2866080,3742,100-52 W SCHOOL HOUSE LN,Pennsylvania School for the Deaf,775530500,19144,7,1984,K-12 School,83271,3707291,5011066.6,,,29,94.6,171.3,2301.8,584.1,
2871167.6,3743,4628 LEIPER ST,Avondale Apartments,881105000,19124,1,1960,Multifamily Housing,82600,4926643,2055488.4,,,31,59.6,135.3,5918.6,427.7,
2871298.7,3744,3819-31 CHESTNUT ST,St. Leonard's Court,773080200,19104,1,1985,Office,52306,1489392,423184,,,60,63,180.9,1109.7,341,
2891238.7,3747,4701 RICHMOND ST,Bridesburg,786457800,19137,1,1957,K-12 School,71275,4123961,2714892.7,,,5,78.7,167.4,707.3,464.9,
2973425.6,3754,1200 W GODFREY AVE,Salus University,776553600,19141,1,1976,Office,70000,3956315,58597.8,,,92,43.3,134.3,515.2,333,
6000974.4,3758,2100 N 49TH ST,Kearsley,881446515,19131,4,1995,Multifamily Housing,216723,3862677,9419976.2,,,72,71.2,132.6,14253.2,1166,
6030696.4,3762,251-57 S 17TH ST,Medical Tower Building,883051000,19103,1,1930,Office,95000,3679494,812311.4,,,77,72,208.3,2572.5,712.1,
6377925.4,3763,7422 BUSTLETON AVE,PHILA-COTTMAN (2418),882131101,19152,1,2009,Retail Store,137054,3114250,1478200,,,87,57.3,157.4,2297,786,
6416392.2,3765,1742-60 MARKET ST,1760 Market,883032500,19103,1,1980,Office,138128,4588184,1327398.3,,,79,56.1,156,1929.1,782.3,
6451529,3767,1301-09 RACE ST,097-Hampton Inn - Philadelphia,883704760,19107,1,2001,Hotel,159885,3762103,3944300,,,72,65,152.6,9850,925.2,
6474583.9,3768,2539-53 CASTOR AVE,#4150-PORT RICHMOND,882059510,19134,1,2001,Retail Store,135304,5021622,2375735,,,70,65.4,168.7,1030.4,844.4,
3411579.6,3774,3660 S LAWRENCE ST,Novick Brothers Corp.,884154000,19148,1,1962,Distribution Center,63229,3736468,162061.1,,,43,56.5,172.1,232.3,387.1,
3412194.5,3775,1231-39 N BROAD ST,Philadelphia Opportunities Industrialization Center,771637000,19121,1,1920,Office,90000,3628711,906181.3,,,74,48,129.6,1161.8,426.6,
3416776.8,3776,5900 RACE ST,Barry,783431200,19139,1,2008,K-12 School,99287,4123956,1913289.3,,,63,53.7,128.3,793.9,480.7,
3423942,3777,120 N CHRISTOPHER COLUMBUS BLVD,Holiday Inn Express Penns Landing,883710500,19106,1,1986,Hotel,87000,3875677,2746019.5,,,57,70.9,156.7,4373.3,525.7,
6037629.5,3779,2201 PENNSYLVANIA AVE,Parkway House,881041000,19130,1,1952,Multifamily Housing,283278,5017564,11262802.5,,,66,61.1,108.7,12775.3,1268,
6066634.9,3781,401 ADAMS AVE,FORMAN MILLS 103,882181620,19120,1,1985,Retail Store,60000,3956428,287690.4,,,6,105.9,322.5,188.7,688.3,
6082231.2,3782,2301 CHERRY ST,River's Edge Condos,888083961,19103,2,1982,Multifamily Housing,240000,4992126,1878811.4,,,86,33.2,87.8,7711.7,774.5,
6147458.4,3785,4001 MONUMENT RD,Overmont Corp,881445825,19131,1,1972,Multifamily Housing,133536,4965649,2790739,,,51,66.9,150.8,7482.2,771,
6153122.3,3786,401-35 N 3RD ST,Gift of Life Donor Program,771023700,19123,1,2003,Office,99880,4141032,3281226.4,,,63,94.5,227.9,1474.7,856.9,
6199610.8,3788,2800 GRANT AVE,"Muller, Inc.",884224004,19114,1,1984,Non-Refrigerated Warehouse,214815,3773860,753895.2,,,43,32.4,94.3,668.7,727.8,
6276336.5,3789,8-24 S 22ND ST,John Fox Towers,881034005,19103,1,1966,Multifamily Housing,212742,5026800,10093279.3,,,40,76.9,142.5,13746.2,1232.3,
6373332.8,3792,1324 LOCUST ST,(PA2345) - Arts Condominium,888115201,19107,1,1922,Multifamily Housing,242157,4901211,14874435.2,,,54,87.7,147.1,17112.5,1497.1,
3214221,3793,3303-61 OLD YORK RD,Bethune,785367600,19140,1,1970,K-12 School,99420,4124425,3845745.9,,,49,71,142.1,1538,560.8,
3225579.9,3795,6100 HENRY AVE,Dupont Towers,888210018,19128,1,1969,Multifamily Housing,92114,5020783,4855784.4,,,14,87.7,165.3,4121.9,615.7,
3265007.6,3798,4001 CONSHOHOCKEN AVE,Park Tower: Park Tower,886651700,19131,1,1981,Multifamily Housing,173160,4870458,5900974.6,,,76,52.9,95,1988.2,675.6,
3286203,3800,7400 E ROOSEVELT BLVD,7400 Roosevelt,881171000,19152,5,1973,Multifamily Housing,180700,4457062,4310099.9,,,91,42,82.1,11295.8,593.5,
3370608.7,3805,1951 S CHRISTOPHER COLUMBUS BLVD,Pier 82 South,781053600,19148,1,1980,Refrigerated Warehouse,125000,3782623,338017.3,,,91,29.7,87.5,1197.2,391.9,
3390163.2,3807,5522 ARCH ST,Salvation Army- Booth Facility,881450820,19139,1,2007,Multifamily Housing,88560,5091549,2804571.1,,,27,69.9,153.5,2583,525,
5809776.2,3810,122-50 W ERIE AVE,Clemente,786125000,19140,1,1994,K-12 School,232815,3337468,4669093.3,,,65,45,99.4,814.4,892.5,
5845694.3,3812,1001-11 WALLACE ST,Tucker House Nursing & Rehab,881444100,19123,1,1978,Senior Care Community,70299,6066890,3787997.6,,,22,137,317.7,12257.6,849.7,
5892721.9,3815,4101 ISLAND AVE,Philadelphia PA FP,883742500,19153,1,1980,Hotel,88956,4542636,3564810,,,41,106.3,250.1,6043.6,843,
3803735.1,3817,4224-50 N FRONT ST,Alt Ed Center Hunting Park,786160485,19140,1,2004,K-12 School,164000,4069484,1921415.5,,,86,34.9,85.1,409.9,524,
2401031.2,3681,2600 MOORE ST,St. John Neumann Place,886760957,19145,1,2008,Multifamily Housing,80740,4978775,1447302,,,28,47.7,112.2,2212.7,343.2,
2413999.6,3684,5304-46 LANCASTER AVE,Heston,783257800,19131,1,1971,K-12 School,81640,3330857,3377334.4,,,31,70.9,136.3,960.7,447.2,
2453569.2,3689,317 VINE ST,York Square Condominium Association,888110000,19106,1,2005,Multifamily Housing,103000,4998818,1010610,,,89,33.6,85.1,1499.1,325.9,
2457884.4,3690,1501 LOCUST ST,1520 Locust street,881030400,19102,1,1940,Office,50000,3885323,669660.3,,,70,62.6,168.4,2188,308.2,
2473485.7,3693,1235 S 16TH ST,Barratt New Childs,782673800,19146,1,1928,K-12 School,134000,4123941,13451559.1,,,15,118.8,163.4,2351.8,988.9,
3981213.7,3912,4501 BENNER ST,Lawton,786033600,19135,1,1973,K-12 School,79856,3330959,284492.5,,,41,53.4,160.3,9072,456.8,
2483185.4,3696,2045 WHEATSHEAF LN,2045 Wheatsheef Lain,884203500,19134,1,1960,Distribution Center,187238,3594039,653674.5,,,84,16.8,45.3,214.7,310.2,
2485751.2,3697,1400 KITTY HAWK AVE,Building 990,788007017,19112,1,1969,Distribution Center,70318,3682799,1118605.9,,,58,51.3,127.7,90.4,335.2,
2486213.2,3698,14400 TOWNSEND RD,Steamfitter Union 420,884292608,19154,1,2000,Office,83000,4126420,3610026.1,,,80,73.4,139.7,1403.9,467.5,
2495530,3699,900 JEFFERSON ST,900 W Jefferson Street,777502500,19122,1,1962,Office,56779,6045161,119787.5,,,80,46.1,140.2,35.2,283.2,
2974700.3,3701,4700 S 13TH ST,Building 101 - CBRE,788009900,19112,1,1911,Office,75000,3637467,1818265.5,,,67,63.9,150,514.7,426.6,
3085159.4,3706,2815 N 17TH ST,2815 N. 17TH STREET,881427010,19132,1,1945,Residence Hall/Dormitory,60000,3570108,3956484.6,,,26,117.4,230.7,6466.9,552.4,
3087775.7,3707,511-19 N BROAD ST,"511, A Condominiums",888140126,19123,1,1930,Multifamily Housing,73000,4998429,597385.4,,,42,50.5,141.4,1887.3,374.3,
3138890.6,3711,410 S FRONT ST,(PA2497) - 410 South Hill Condominium,888500908,19147,1,2015,Multifamily Housing,85498,5853435,975956.7,,,28,48.1,127.3,2984.7,400,
3154713.4,3714,218-26 S 11TH ST,Washington Square West,886810726,19107,22,1982,Multifamily Housing,98254,5029662,1472525.3,,,96,47.1,116.6,4603.9,428.2,
3161278.1,3715,7400 HAVERFORD AVE,Haverford Court,881127500,19151,2,1961,Multifamily Housing,142480,4457858,5177121.4,,,64,58.5,107.8,7554.5,625.7,
2712915.7,3717,3200 W LEHIGH AVE,Allen Ethel,784224400,19132,1,1971,K-12 School,83197,4124429,2783578.2,,,32,66.1,137.5,1205.3,448.8,
5012589.7,3937,3905 FORD RD,List Associates,774016000,19131,1,1956,Office,127785,3788675,2052665.2,,,90,55.3,140,4023.6,665.1,
2733012,3721,1811-19 CHESTNUT ST,(PA2450) - Belgravia,888088272,19103,1,1903,Multifamily Housing,67493,4978652,615762.2,,,32,49.6,136.7,5157.8,335.9,
2744412.2,3723,3257 FOX ST,Collectors HQ,784160805,19129,3,1959,Office,65000,5015108,4569599.5,,,42,112.5,206.4,1899,547.2,
2756534.3,3724,3510-30 SCOTTS LN,Scotts Mills,881137200,19129,1,1940,Office,126339,4989929,1551006.3,,,93,34.1,81.4,1327.8,388.2,
2760078,3725,246 W UPSAL ST,Upsal Gardens,881099015,19119,3,1932,Multifamily Housing,150000,4920198,1165097140,,,1,7785.7,8213.5,6851.8,62190.1,
2782544.3,3728,7373 RIDGE AVE,Ridge Carlton Apartments,881089500,19128-3232,1,1970,Multifamily Housing,161310,5045741,5647023.9,,,79,52.3,90.9,6326.2,608.6,
2784015.9,3729,2738-50 BELMONT AVE,the metropolitan bala,881157000,19131,1,1965,Multifamily Housing,119000,4941421,5228013.5,,,63,67.3,119.6,5001.2,586.5,
2788559.4,3730,4051 FORD RD,Salvation Army - Ivy House,886907010,19131,1,1999,Multifamily Housing,102000,5085637,2997735.3,,,52,56.7,116.7,3788.1,468.6,
2789896.9,3731,1435-41 WALNUT ST,1435 Walnut (Drexel Building),883038000,19102,1,1908,Office,56714,3582095,533269.6,,,74,58.6,164.3,250,337.8,
2802616.8,3734,1531 W TIOGA ST,Tioga Presbyterian Apartments,881299290,19140,1,1995,Multifamily Housing,97964,4993120,4611151.7,,,36,75.7,139.3,4988.8,555.8,
2840450.4,3736,150 ROUSE BLVD,LT02214 - 150 Rouse Blvd,883813700,19112,1,2012,Office,58386,3782888,10257.2,,,75,48.8,152.9,232.4,315.6,
2842138,3737,1030-40 N 2ND ST,Liberties Walk Block 1 & 2,881006640,19123,1,2006,Multifamily Housing,68693,5074150,8275283.5,,,3,161.8,256.4,5810.4,754.8,
,4184,7701 EDMUND ST,Edmund Street,884254500,19136,1,1969,Non-Refrigerated Warehouse,190000,6414499,,,,,,,,0,
3479301.7,3839,6908-12 N 12TH ST,Bromley Apartments Limited,881218000,19126-2233,4,1965,Multifamily Housing,166050,4456653,9942044.4,,,48,80.8,128.7,8443.2,914,
3483341.5,3840,3701 ISLAND AVE,Residence Inn Philadelphia Airport,883745500,19153,1,2016,Hotel,95000,5943441,3819184.4,,,75,76.9,157.3,4234,589.3,
3507215.3,3843,311 S JUNIPER ST,Juniper Residence Hall,881015550,19107,1,1923,Residence Hall/Dormitory,79233,2851085,2147318.3,,,48,71.4,167.4,7331.9,503.1,
3532464.1,3846,6400 RIDGE AVE,Roxborough HS,784378200,19128,1,1924,K-12 School,240000,3330913,13690880.6,,,86,71.8,106.1,4599,1119,
3534811.5,3847,1352 SOUTH ST,MFM - 1352 South Street,888303360,19147,1,2007,Multifamily Housing,129716,5028459,987197.4,,,79,34.9,93.6,1912,444.6,
3536476.6,3848,2661-69 WILLITS RD,Welshwood Apartments,881191500,19114,3,1967,Multifamily Housing,208761,4932752,11116100.4,,,55,70.2,109.1,7965.5,982.7,
3558907.1,3850,1163 S BROAD ST,1163-65 S. BROAD STREET,883359300,19147,1,2012,Office,52258,3569714,17822.6,,,48,68.4,214.2,106.7,395.7,
3573759.5,3851,8900 BARTRAM AVE,311dn-Philadelphia - Airport,883743000,19153,1,1991,Hotel,78490,3351472,4134700.1,,,62,98.2,198.3,4015,616.1,
3579092.5,3852,2017-23 CHESTNUT ST,AQ Rittenhouse,881566510,19103,1,2015,Multifamily Housing,92109,4537911,1067287.7,,,57,50.4,134.2,2536.7,453.7,
3589697,3853,441-45 N 5TH ST,Miller Building,883009101,19123,1,1956,Office,80000,3891321,1450818.4,,,78,63,159.9,635.1,475.3,
3610960.5,3854,3500-98 ARAMINGO AVE,FORMAN MILLS 113,882125501,19134,1,1988,Retail Store,53668,3788641,872935.9,,,27,83.5,228.3,271.1,446.9,
3614669.4,3856,1929 SANSOM ST,Kate's Place,886617500,19103,1,1900,Residence Hall/Dormitory,60000,3155346,6378631.6,,,13,166.6,300.8,3477,739.8,
4300358.6,3896,5300 CHESTER AVE,Holy Family Home,881444900,19143,1,1972,Senior Care Community,148401,5038274,6066603.3,,,87,69.9,133.9,10721.8,799.3,
4303985.5,3899,1930 E ELKHART ST,Willard,786118700,19134,1,1907,K-12 School,97261,3492406,4648608.4,,,8,92,189.1,2337.1,724.4,
4307486.2,3900,3926-38 CHESTNUT ST,3930 Chestnut St.,773687010,19104,1,1966,Office,67084,3696988,4852548.2,,,44,136.5,277.6,608.5,735.6,
4365449.3,3901,301 W HUNTING PARK AVE,Esperanza Academy,777577905,19140,1,1930,K-12 School,71440,3773891,2187036.6,,,24,91.7,224,488.9,600.4,
4375521.5,3902,600 RED LION RD,"Brookmont Apartment Associates, LP",881196000,19115,9,1971,Multifamily Housing,225400,5140622,8649080.9,,,70,57.8,101.2,8849.6,944.8,
4411518.1,3904,3400 N HOWARD ST,Cramp,786211400,19140,1,1970,K-12 School,80088,3330902,165596.4,,,28,57.2,175.1,671.8,498.2,
4411791.1,3905,1320 W SOMERVILLE AVE,York House North,881150675,19141,1,1958,Multifamily Housing,97350,4457891,5872648.8,,,39,105.6,205.6,10077.9,801.3,
4411791.1,3906,5325 OLD YORK RD,York House South,881150575,19141,1,1964,Multifamily Housing,95535,4457899,7484579.4,,,32,124.5,227.3,8638.1,886.9,
4419983.3,3908,125 W EVERGREEN AVE,"Hill House Apartment Associates, LLC",881050500,19118,1,1965,Multifamily Housing,175708,5945320,6859698.2,,,76,64.2,120,5313,854.7,
4421081.9,3909,100 N 20TH ST,120 N. 20th Street,883066000,19106,1,1981,Office,88700,3774261,622921.9,,,86,56.9,163.9,1310.7,523.5,
3977535.6,3911,12401 MCNULTY RD,Westinghouse Lighting,884292544,19154,1,1988,Distribution Center,229755,3569995,4705979.7,,,75,37.8,75.9,436.9,691.2,
3993002.2,3913,4301 ISLAND AVE,Philadelphia PA AH,883742800,19153,1,1980,Hotel,75000,4542637,1342784.9,,,21,71.1,186,1944.8,514.3,
4008489.3,3915,4050 S 26TH ST,LT02181 - 4050 S. 26th Street,788003055,19145,1,2011,Office,52975,3790469,277331.8,,,35,80.9,243.1,262.4,459.4,
4010894.7,3916,2300 RACE ST,Riverside Presby Tower,886810658,19103,1,1981,Multifamily Housing,115719,4972681,4508533.2,,,36,73.6,149.7,6597,684.4,
4020195.8,3918,4701-29 PINE ST,Garden Court,881145000,19143,1,1929,Multifamily Housing,311376,5867579,9648840.6,,,87,43.9,73.1,4994,958.5,
4079185.9,3921,6101 MORRIS ST,Four Freedoms House of Philadelphia,775708000,19144,1,1967,Multifamily Housing,191391,5026795,7346724.8,,,87,59.7,107.2,5254.3,842.7,
4109784.7,3925,201 E OLNEY AVE,Washington Grover,785373150,19120,1,2000,K-12 School,149500,3330961,4247365.3,,,72,55.9,116.2,891.6,681.5,
4179126.8,3931,121-35 WALNUT ST,The Moravian at Independence,882623116,19106,1,2004,Multifamily Housing,54124,5219965,928285.1,,,1,94.4,260.5,1835.1,512.9,
4202140.7,3932,2400 N FRONT ST,Hunter,786154910,19133,1,2004,K-12 School,98500,3330911,3490109,,,29,78.1,171.2,9931,651.5,
4999634.3,3935,1900 HAMILTON ST,Tivoli Condos,888111120,19130,1,2006,Multifamily Housing,189200,4991579,2378575.7,,,71,39,96.2,4864.6,681,
5038691.5,3938,2101 S BROAD ST,South Philadelphia,781022700,19148,1,1956,K-12 School,331440,3330806,14574522.1,,,92,59.2,93.9,2850.4,1333.1,
5072596.5,3940,1340 RHAWN ST,Gloria Dei Estates,881228101,19111,1,1998,Multifamily Housing,122728,4923071,2756617.6,,,40,63.8,153.4,4629.5,709.1,
5078209.3,3941,6232-50 WALNUT ST,Walnut Park Plaza,886600600,19139,1,1921,Multifamily Housing,233372,5026797,14193889.2,,,31,82.6,124.8,14613.9,1268.4,
5133415.4,3944,815-25 HENDRIX ST,#6866-PHILADELPHIA (BUSTLETON AVE),882095030,19116,1,2007,Retail Store,100000,5020545,5882433.1,,,49,110.2,223,597.9,881.9,
5137885.1,3945,202-14 N 33RD ST,21-Myers Hall,881822840,19104,1,1977,Residence Hall/Dormitory,93696,3762544,1098393.1,,,42,66.6,184.5,2996.7,628.3,
4716397.4,3959,507 MANHEIM ST,"MW Manor Assoc, LP",886603400,19144,86,1999,Multifamily Housing,65000,5094450,2116237.4,,,45,105.1,262,1647.7,635.6,
4724671.5,3960,4259 RICHMOND ST,Franklin Towne Charter Elementary School,777285900,19137,1,2011,K-12 School,110000,3656455,1142747,,,53,53.3,145.8,695.3,584.8,
4779618.3,3961,201 ROUSE BLVD,LT02276 - 201 Rouse Blvd,883813600,19112,1,2013,Office,82852,4222123,324324,,,75,61.6,185.3,1016.5,547.4,
4798203.5,3962,1601 COTTMAN AVE,Northeast,786082200,19111,1,1957,K-12 School,310296,3330756,14956006.9,,,92,63.7,99.2,7147.2,1326.7,
4804365.5,3963,1201-05 CHESTNUT ST,1201 Chestnut (The Commonwealth),881301100,19107,1,1906,Multifamily Housing,86642,3570107,949980.6,,,11,66.4,185.6,2769.7,583.4,
4806829,3964,6451-61 OXFORD AVE,6451 Oxford Ave,881163000,19111,3,1929,Multifamily Housing,171000,5219095,15311613.1,,,1,117.7,182.3,17941.3,1346.5,
4839464.8,3965,3302-64 N 3RD ST,Munoz Marin,786636550,19140,1,1997,K-12 School,119250,3330910,4497076.7,,,16,78.3,167,679.5,775.7,
4849489.2,3967,810 ARCH ST,Francis House of Peace,886617600,19107,1,2015,Multifamily Housing,50000,4746470,1905447.1,,,1,122.8,313.2,2488.7,639.2,
4851492.1,3968,1700 W OLNEY AVE,Central HS,785373600,19141,1,1939,K-12 School,212097,3330912,15969544.8,,,44,98.2,150.9,2771.1,1386.4,
4912519.1,3974,2901-27 HENRY AVE,Randolph CTE,784188400,19129,1,1975,K-12 School,121579,3330915,4843879.5,,,32,80.2,168.7,1576.6,802.2,
4918636.8,3975,1651 S CHRISTOPHER COLUMBUS BLVD,#4101-CHRIS COLUMBUS BLVD,882055160,19148,1,1994,Retail Store,152681,5023272,3192544.9,,,88,53.1,123.1,1604.2,715.2,
3667842,3859,1027-31 ARCH ST,1027 Arch Street Lofts in the Pitcairn Building,888030546,19107,1,2001,Multifamily Housing,106100,5228183,687263.9,,,49,41,115.4,2907.8,443.4,
3688989.6,3861,6635 MCCALLUM ST,The McCallum,888220261,19119,1,1926,Multifamily Housing,70951,5021288,1293136.2,,,8,70.2,182.4,3658.1,477.9,
3689405.8,3862,1100-40 E ERIE AVE,Community Academy of Philadelphia,777575905,19124,1,1958,K-12 School,118000,3891212,1427777.9,,,76,43.4,110.9,1079.2,485.1,
3714985.6,3864,1601 E PALMER ST,Neumann Senior Housing,881130485,19125,1,2006,Multifamily Housing,99000,4926582,2448934.6,,,9,62.3,143.8,2979.9,542.2,
3761023.7,3867,5000 S BROAD ST,"Urban Outfitters, Inc. - Building #010",788008310,19112,1,1903,Office,53115,4084040,3412689.9,,,26,135.1,289.8,1228.9,598.5,
3770253.2,3868,206-10 E COURTLAND ST,Feltonville Arts,785127900,19120,1,1995,K-12 School,78000,3330967,3416710.8,,,21,92.1,197.8,264.8,599.7,
3772917.9,3869,123-29 CHESTNUT ST,Corn Exchange,883300500,19123,1,1923,Office,50704,3946509,2728041.3,,,21,128.2,290.1,5947.8,563.4,
19282631.4,4148,3624 MARKET ST,3624 Market St,Many,19124,1,1975,Office,225688,3326513,258908.9,,,45,86.6,269.5,1826.1,2152.8,
4209278.6,3871,5900 BALTIMORE AVE,Turner,783030800,19143,1,1971,K-12 School,190000,3330779,4320209.8,,,32,44.9,93.4,3582.8,696.4,
4214168,3872,801-39 E HUNTING PARK AVE,Juniata Park,786122055,19124,1,2007,K-12 School,102300,3330948,4860752.7,,,9,88.7,179.2,18972.6,725.7,
4226877.7,3873,4360 MONUMENT RD,Simpson House Inc.,881446000,19131,1,1899,Senior Care Community,275276,3795640,20214080.2,,,86,88.8,125.3,14480.9,1542.6,
4232077.6,3874,5000 OXFORD AVE,Frankford HS,786407400,19124,1,1916,K-12 School,313765,3330943,18749650.2,,,89,73.2,105.1,1868.1,1465.4,
4233974.7,3875,4020 S 26TH ST,LT02182 - 4020 S. 26th Street,788003020,19145,1,2011,Office,53362,3790440,1139329,,,45,100.7,271.6,262.4,530.2,
4266538.8,3878,2109 RED LION RD,Oakwood Healthcare,881435100,19115,1,1967,Senior Care Community,75080,3963240,4296643.2,,,52,114.1,238.5,6182.5,701.5,
4451987.8,3882,401-21 W LEHIGH AVE,deBurgos,786272100,19133,1,2002,K-12 School,131500,3330879,4330525.9,,,37,68.8,142.9,1861.1,743.5,
4477936.1,3884,10153-99 BUSTLETON AVE,Washington HS,786056200,19116,1,1962,K-12 School,346000,3498649,13429934.4,,,91,51.8,81.4,6105.8,1210.1,
4483630.7,3885,2607 WELSH RD,Joshua House,881189500,19114,26,1978,Multifamily Housing,285150,4457903,9460999.6,,,90,48.9,84.2,14302.3,999.9,
4497667.7,3887,125 W SCHOOL HOUSE LN,Maplewood Nursing & Rehabilitation,881447201,19144,1,1975,Senior Care Community,68690,6066693,3913978.6,,,96,122.5,265.4,7933.1,706.8,
4505228.7,3888,1901-51 N 17TH ST,Carver,784516400,19121,1,1949,K-12 School,149810,3583476,3924260.9,,,59,56.3,121.9,606.9,708.2,
4549820.1,3891,3520-50 MARKET ST,3550 Market,883209520,19104,1,1989,Medical Office,76038,5237937,1453431.6,,,48,79,208,15.8,581.9,
4551212.2,3892,30 N 41ST ST,2.0 University Place,883073700,19104,1,2013,Office,105169,3522077,1874228,,,84,61.1,154.6,1085,604.4,
4292367.7,3895,135 S 18TH ST,"135 South 18th Street, Philadelphia",883707000,19103,1,1912,Multifamily Housing,99722,4392911,2576911.1,,,9,68.9,162.3,2731.8,613,
504430.1,3177,1700 N 15TH ST,PKG GAR_ LIACOURAS CTR,777573005,19121,1,2000,Parking,409339,5036930,,,,,1.2,3.9,890.2,56,
3815165.3,3820,211-21 N 13TH ST,"211 N. 13th Street Associates, LP",883016200,19107,1,1920,Office,83059,3790250,1919915.4,,,21,69,168.5,378.3,525.2,
3817175,3821,1 CRESCENT DR,L01973 - One Crescent Drive,883813200,19112,1,2005,Office,79034,1496733,49015.1,,,90,48.9,152.3,1092.6,426,
3890840.1,3827,548 N BROAD ST,Franklin HS,782025600,19130,1,1958,K-12 School,242293,3330807,11645839,,,76,64.1,100.9,4123.4,1050.2,
3900424.4,3828,1300-28 LOMBARD ST,Casa Farnese,881008215,19147,1,1964,Multifamily Housing,137400,5026802,6154780.2,,,83,73.2,136.2,6161.9,759.6,
3936946.4,3830,2900 W CLEARFIELD ST,Rhodes EW,784063000,19132,1,1972,K-12 School,180000,3330852,9666490.6,,,15,75.6,125.1,2056.1,950.2,
3946691.1,3831,2100-50 W LEHIGH AVE,Dobbins CTE,785314800,19132,1,1938,K-12 School,312395,3330734,17868828.6,,,90,69.8,99.7,6295.9,1386.9,
3435211.8,3834,420 PENSDALE ST,Pensdale Housing Inc.,881445550,19128,1,2004,Multifamily Housing,65873,5016210,2784380.8,,,1,94.4,208.1,1830.5,529,
3451876,3836,1901 N FRONT ST,Kensington HS CAPA,777141500,19125,1,2009,K-12 School,88915,3505061,159718.8,,,35,40.6,123.8,304.9,391.4,
3457546.8,3837,4023-27 CHESTNUT ST,4025 Chestnut (American Law Institute),773081005,19104,1,1968,Office,57027,3582170,2536617.5,,,68,105.1,237.1,1013.2,518.3,
5293035.6,4033,1001 INTREPID AVE,3132B-Courtyard Philadelphia South,883741600,19107,1,2014,Hotel,107000,4175568,4350700,,,48,90.1,198,3450,818.2,
5304387.3,4036,2722 COMMERCE WAY,Select Nutrition Distributors,884292596,19154,1,2000,Distribution Center,110000,4083183,1924467.8,,,31,65.7,169.8,380.8,690.6,
5322894,4038,6601 ELMWOOD AVE,Bartram HS,783130800,19142,2,1939,K-12 School,451273,4123949,25285623.8,,,96,67.8,95.9,4412.4,1933.5,
5359129.5,4039,901-33 S BROAD ST,CAPA,781021910,19147,1,1997,K-12 School,166630,3330808,3216805.4,,,70,51.5,121.3,1752.8,765.4,
5393160.7,4041,3900 GATEWAY DR,Gateway Enclaves LP,881113406,19145,18,2005,Multifamily Housing,208750,4457848,1599200.1,,,83,33.5,89.2,6094.2,683.2,
5401697.6,4043,1000 DIAMOND ST,Diamond Green,881147275,19122,1,2012,Multifamily Housing,129330,4134811,1882150.7,,,73,56.3,146.4,5395.9,699.2,
94204.3,4045,2000-34 N 2ND ST,Charles Schober Company,884080331,19122,1,1923,Non-Refrigerated Warehouse,83950,3673448,439900.5,,,98,6.4,9,134.9,33.8,
683229.1,4046,477-89 DOMINO LN,Domino Lane Apartments,881080050,19128,7,1960,Multifamily Housing,63918,5026901,3151051.3,,,87,60,81.7,4311.6,236.6,
