parcelId,BuildingType,PrimaryPropertyType,LargestPropertyUseType,YearBuilt,NumberofBuildings,NumberofFloors,SourceEUI,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
1797501310,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1928,1,5,52.90000153,58735,96,2128963.5,50 UNIT CO-OP,58735,44514,1,GOOD,MASONRY,1999,Yes,STEAM,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1928
1806900395,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2015,2,3,101.5,29848,48,990361.5,Apartment,37367,27870,1,GOOD,MASONRY,2003,Yes,STEAM,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,4,1930
1806900405,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,3,73.09999847,34455,82,1639849.25,BUCKLEY APTS,34455,21388,1,AVERAGE/GOOD,MASONRY,1999,Yes,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1928
1817800015,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1990,1,4,85,28038,83,759405.6875,32 UNIT APARTMENT,34353,23832,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Long Rect or Irreg,No,4,1990
1817800135,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1924,1,3,75,24939,81,595978,LANCASTER APTS,24939,22239,1,AVERAGE/GOOD,MASONRY,1995,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1924
1824049012,NonResidential,Distribution Center,Distribution Center,1955,1,1,22.5,26680,92,243518.2031,WAREHOUSE,26680,26680,1,AVERAGE,MASONRY,1970,,NO HEAT,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1955
1824049044,NonResidential,Warehouse,Non-Refrigerated Warehouse,1953,1,1,107.4000015,31521,6,1788148,Warehouse,31521,31521,1,AVERAGE,MASONRY,1978,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1953
1824049069,NonResidential,Warehouse,Non-Refrigerated Warehouse,1951,1,1,93,24000,,1257033.5,WAREHOUSE,24000,24000,1,AVERAGE,REINFORCED CONCRETE,1960,,WARMED AND COOLED AIR,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1951
1824049070,NonResidential,Self-Storage Facility,Self-Storage Facility,1952,1,1,74.59999847,21900,,1333637.625,WAREHOUSE,20216,20216,1,AVERAGE,MASONRY,1977,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1952
1824049074,NonResidential,Retail Store,Retail Store,1953,1,1,6.400000095,39900,100,145468.7969,LIGHT MANUFACTURING/OFFICE,39900,39900,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1953
1824049075,NonResidential,Warehouse,Non-Refrigerated Warehouse,1961,1,1,55.59999847,38005,,752093.625,WHSE,21560,21560,1,AVERAGE,MASONRY,1961,,NO HEAT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1961
1824049109,NonResidential,Distribution Center,Distribution Center,1998,1,1,56.79999924,35579,72,1096646.25,"Warehouse, Distribution",35579,35579,1,AVERAGE,MASONRY,1999,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Long Rect or Irreg,Yes,1,1998
1825049039,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,5,91.69999695,40505,98,685888.1875,APARTMENT,40505,22370,1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,4,2008
1327300065,NonResidential,Distribution Center,Distribution Center,1975,1,1,15,49950,77,238969.7031,PLATE PROCESSING,17550,17550,1,LOW COST,PREFAB STEEL,1979,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1975
1330800000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1967,0,4,122.5,118154,33,3960898.75,,,,,,,,,,,,,,,,
1337800870,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1984,1,3,99.59999847,66885,70,1423929.125,PARKRIDGE APTS,66885,52458,1,GOOD,WOOD FRAME,2002,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,1984
1337801270,SPS-District K-12,K-12 School,K-12 School,2001,1,3,71.80000305,62078,97,1955013.5,SEATTLE ELEMENTARY SCHOOL,32420,32420,1,AVERAGE,WOOD FRAME,1990,,STEAM,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1900
1354300000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2004,1,5,88.40000153,62665,58,2845068,,,,,,,,,,,,,,,,
1355300034,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1987,1,4,68.09999847,34924,79,757167.3125,APARTMENT,34924,25068,1,AVERAGE,WOOD FRAME,2008,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1987
1370802570,NonResidential,Worship Facility,Worship Facility,1947,1,2,48.5,22612,87,731321.8125,CHURCH,22612,22612,1,GOOD,WOOD FRAME,1986,,HOT WATER,1,100,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,2,1947
1389800115,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2003,1,4,80.40000153,27076,75,693045,Mixed Use Apts,35818,21662,1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC WALL,1,100,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,4,2003
1400500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1999,1,6,94.59999847,48150,77,1518548.75,2 comm'l condo units,2284,2284,1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,1,2000
1421800000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1991,2,5,78.80000305,59227,58,2294737.25,,,,,,,,,,,,,,,,
1453600005,NonResidential,Other,Automobile Dealership,1976,1,2,206.6999969,38787,,3204685.5,"AUTO DEALERSHIP, COMPLETE",38787,38787,1,AVERAGE/GOOD,MASONRY,2010,,WARMED AND COOLED AIR,1,100,"AUTO DEALERSHIP, COMPLETE (455)",Rect or Slight Irreg,Yes,2,1976
1453600301,NonResidential,Self-Storage Facility,Self-Storage Facility,1988,2,2,26,50368,,753275.1875,MINI-STORAGE,34176,22784,1,GOOD,MASONRY,2000,Yes,SPACE HEATERS,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,2,1988
1722802630,NonResidential,Warehouse,Non-Refrigerated Warehouse,1938,1,1,87.19999695,30545,12,1577040.875,SAFETY & SUPPLY EQUIPMENT,30545,30545,1,AVERAGE,MASONRY,1965,,WARMED AND COOLED AIR,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1938
1728800030,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1907,1,3,96,25248,42,1866460.25,QUALMAN APTS,25248,18422,1,AVERAGE,MASONRY,1984,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1907
1728800070,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1910,1,3,76.5,28380,93,770736.125,PARAMOUNT APTS,28380,21564,1,AVERAGE,MASONRY,1989,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1910
1728800115,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1907,1,3,92.59999847,24783,38,1750099.75,BANCROFT APTS,24783,16361,1,AVERAGE,MASONRY,1994,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1907
1731800135,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1926,1,5,84.80000305,40572,53,1349970.5,NARADA APTS,40572,32102,1,GOOD,MASONRY,1999,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,5,1926
1731800560,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1948,1,3,89.09999847,26044,86,1116475.125,The Park on Highland Drive Apts.,26044,22704,1,AVERAGE,WOOD FRAME,1993,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1948
1731800620,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1970,1,8,121.9000015,36926,50,1764767.25,QUEEN ANNE HEIGHTS,36926,30804,1,AVERAGE,REINFORCED CONCRETE,1997,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,8,1970
1731800740,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1950,1,6,82.69999695,91703,86,4633186,QUEEN VISTA APTS,91703,62670,1,GOOD,REINFORCED CONCRETE,1997,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1950
1731800755,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,3,76.90000153,35070,79,1993766.375,GREENWICH APTS,41856,28960,1,AVERAGE,WOOD FRAME,1990,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1928
1731800780,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,3,77.80000305,21376,79,1106701,THE CARLYLE APT,21376,17892,1,AVERAGE,WOOD FRAME,1990,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1928
1731800805,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,3,87.09999847,28940,19,1913558.375,HILLCREST MANOR,28940,19913,1,AVERAGE/GOOD,WOOD FRAME,1994,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1928
1731800825,NonResidential,K-12 School,K-12 School,1922,1,3,59.90000153,32691,99,971990.3125,SCHOOL,32691,32691,1,AVERAGE/GOOD,MASONRY,2002,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1922
1731801080,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1977,1,6,87.40000153,40758,90,1134195.5,WEST TOWN VIEW APTS,40758,36170,1,AVERAGE,MASONRY,1996,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,6,1977
1731801135,NonResidential,Worship Facility,Worship Facility,1963,1,2,61,24227,55,1086678.125,CHURCH,24227,24227,1,AVERAGE/GOOD,MASONRY,1988,,HOT WATER,1,100,CHURCH (309),Rect or Slight Irreg,No,2,1963
1731801330,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1910,1,4,67.69999695,24540,92,739869.6875,QUEEN ANNE COURT APTS,24540,20880,1,LOW/AVERAGE,WOOD FRAME,1985,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1910
1732300005,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1930,1,3,83,37944,18,2248134.5,GALER CREST APTS & RETAIL,37944,26817,1,AVERAGE,MASONRY,1990,Yes,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1930
1732801350,Multifamily LR (1-4),Small- and Mid-Sized Office,Office,1917,1,4,30.299999239999998,28546,99,623107.6875,QUEEN VIEW APTS,29805,22287,1,AVERAGE,WOOD FRAME,1976,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1917
1734800000,Multifamily HR (10+),High-Rise Multifamily,NULL,1999,1,13,131.1000061,219874,17,13217550,CONCORD CONDO'S 3 OFFICE/RETAIL UNITS,8129,8129,1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,"CONDO, OFFICE (845)",Very Irreg,Yes,1,2000
1744900000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1970,1,8,112.4000015,73736,42,3704086.5,,,,,,,,,,,,,,,,
1745500000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1981,1,33,167.3000031,190610,7,14619984,124 RES 3 COM'L 1 MANAGER UNIT,9338,9338,1,GOOD,REINFORCED CONCRETE,1989,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,33,1981
1748200000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1989,1,5,107.5,50028,,1386983.375,COOPER SQUARE CONDOMINIUM,2659,2659,1,AVERAGE,WOOD FRAME,1995,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,5,1989
1753700330,NonResidential,Distribution Center,Distribution Center,1956,1,1,51.70000076,27000,61,651293.3125,WHSE,27634,27634,1,AVERAGE,MASONRY,1980,,COMPLETE HVAC,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1956
1760700000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1992,1,4,121.8000031,42093,16,1239315.375,35 RES UNITS &3 COM'L UNIT CONDO,3122,3122,1,AVERAGE,WOOD FRAME,1992,Yes,ELECTRIC,2,100,"CONDO, RETAIL (846)",Very Irreg,Yes,1,1992
1766000000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2006,1,33,93,299755,63,8815732,Res. Condo w/2 retail units,5145,5145,1,AVERAGE,STRUCTURAL STEEL,2007,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Very Irreg,Yes,1,2007
1785500003,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1976,1,3,70.59999847,27296,95,613684.125,BROADVIEW APTS,31321,20871,1,AVERAGE,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1976
1790800000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,3,89.69999695,30542,59,872326.375,,,,,,,,,,,,,,,,
1792500000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1989,1,4,91,34368,15,995798.8125,,,,,,,,,,,,,,,,
1792530000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1982,1,4,87.09999847,59670,66,1655800.75,,,,,,,,,,,,,,,,
1938150000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1950,1,13,95.80000305,108228,80,4533874.5,,,,,,,,,,,,,,,,
1945500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1928,1,5,39.79999924,20639,100,509485.6875,,,,,,,,,,,,,,,,
1952200066,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1966,1,4,92.69999695,31682,55,935396.6875,FOUR SEASONS,31682,27266,1,AVERAGE,WOOD FRAME,1992,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,4,1966
1954690000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1997,1,3,97.80000305,31017,,1076644.75,LOW INCOME HOUSING,31017,26582,1,AVERAGE/GOOD,WOOD FRAME,2010,No,ELECTRIC,5,100,APARTMENT (300),Long Rect or Irreg,Yes,3,1997
1959700005,SPS-District K-12,K-12 School,K-12 School,1999,1,3,79.09999847,95501,88,3009967,SEWARD SCHOOL,29660,29660,1,AVERAGE,MASONRY,1990,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1917
1959700023,NonResidential,Small- and Mid-Sized Office,Office,1957,1,2,81.40000153,21183,99,361542.0938,office,21183,13945,1,AVERAGE,MASONRY,1990,,ELECTRIC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1957
1959700075,NonResidential,Small- and Mid-Sized Office,Office,1961,1,3,79.30000305,29392,91,755618.1875,OFFICE & PRINTING,10440,8440,1,AVERAGE/GOOD,MASONRY,1990,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,1,1946
1959701270,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1996,1,4,64.09999847,54721,67,1241023.75,Mixed Use,54721,31598,1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1996
1959701300,NonResidential,Large Office,Office,1985,1,5,179.6999969,137738,62,4704936.5,OFFICE AND SMALL RETAIL,61493,38549,1,AVERAGE,REINFORCED CONCRETE,2000,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,5,1985
1959701330,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,102.3000031,165325,84,3568237,Apartment mixed use,165325,86768,1,AVERAGE/GOOD,WOOD FRAME,2012,,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,No,6,2008
1959701365,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1958,1,6,83.80000305,56144,77,1497863.375,CORONADO APT,28100,19700,1,LOW/AVERAGE,MASONRY,1984,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,6,1958
1959701480,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,4,68.19999695,37885,77,1427974.625,Apartment,37885,24470,1,AVERAGE,WOOD FRAME,1995,Yes,HOT WATER,1,100,APARTMENT (300),Very Irreg,No,4,1928
1959702235,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1926,1,3,80.5,24367,52,612158.1875,KILLARNEY APTS,24367,17160,1,AVERAGE/GOOD,WOOD FRAME,1994,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1926
1959702631,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1914,2,3,75.19999695,24330,76,838394.8125,21 UNIT CO-OP APT,24330,21786,1,AVERAGE,MASONRY,1984,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1909
1959703130,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1997,1,3,143.3000031,45580,,1287040.625,Eastlake Gardens APARTMENT & RETAIL,45580,24901,1,GOOD,WOOD FRAME,2015,Yes,FORCED AIR UNIT,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,3,1997
1959703145,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,183.3000031,35746,,1176032.125,Union Bay Lofts - Mixed Use Apt,39508,20148,1,AVERAGE/GOOD,PREFAB STEEL,2012,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,2008
1825049055,NonResidential,Residence Hall,Residence Hall/Dormitory,1988,1,3,138.1000061,21118,49,1361427.75,GROUP HOME-psychiatric,21118,18358,1,AVERAGE,WOOD FRAME,1990,,FORCED AIR UNIT,1,100,GROUP CARE HOME (424),Rect or Slight Irreg,No,3,1988
1825049072,NonResidential,Large Office,Office,2013,1,5,110.5999985,206126,98,4489661,BROOKS OFFICE HEADQUARTERS,206126,120777,1,GOOD/EXCELLENT,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,2013
1825049143,NonResidential,Small- and Mid-Sized Office,Office,1900,1,2,198.6999969,20500,48,1326178.125,SREEDY & READY  (OLD FREIGHT PLATFORM),2352,2352,1,LOW/AVERAGE,WOOD FRAME,1980,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,1900
1843050000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2004,1,23,190.1999969,248225,1,18353916,Chrystalla Condo-Retail/Parking Portion,8502,8502,1,GOOD,STRUCTURAL STEEL,2005,Yes,COMPLETE HVAC,1,100,RETAIL STORE (353),Long Rect or Irreg,Yes,1,2005
1862400360,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1978,1,4,85,35512,78,961491.3125,IMPERIAL CROWN MANOR APT,35512,29360,1,AVERAGE,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1978
1865400030,NonResidential,Senior Care Community,Senior Care Community,1966,1,2,561.0999756,34636,3,12148720,NURSING HOME,34636,34636,1,AVERAGE/GOOD,MASONRY,1984,,HOT WATER,1,100,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,1,1965
1868903240,NonResidential,Worship Facility,Worship Facility,1930,1,2,54.5,25521,82,605186.3125,CHURCH,25521,25521,1,GOOD,MASONRY,1986,,STEAM,1,100,CHURCH (309),Rect or Slight Irreg,Yes,2,1930
1868903240,NonResidential,K-12 School,K-12 School,1986,1,1,121.0999985,23190,79,1705515.25,CHURCH,25521,25521,1,GOOD,MASONRY,1986,,STEAM,1,100,CHURCH (309),Rect or Slight Irreg,Yes,2,1930
1887550000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2008,1,4,83.40000153,40326,57,1366000.125,Condo office,2945,2945,1,GOOD,WOOD FRAME,2009,,ELECTRIC WALL,1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,,1,2009
1888700000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2012,1,6,79.30000305,31248,88,1000804.625,,,,,,,,,,,,,,,,
1890000005,Multifamily LR (1-4),Mixed Use Property,Multifamily Housing,1966,4,3,108.9000015,126153,76,4141785.5,Cosmopolitan Apartments and Retail,126153,77909,1,AVERAGE,MASONRY,1969,Yes,WARMED AND COOLED AIR,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,3,1966
1646500985,NonResidential,Small- and Mid-Sized Office,Office,1960,1,1,51.29999924,20678,98,770333,GYMNASIUM/PARISH HALL/LUNCHROOM (BSMT),20678,20678,1,AVERAGE,MASONRY,1990,,HOT WATER,1,100,AUDITORIUM (302),Rect or Slight Irreg,Yes,2,1960
1646501150,NonResidential,K-12 School,K-12 School,1922,1,3,122.8000031,28820,43,2595783.5,ST JOHN CHURCH,8636,8636,1,GOOD,MASONRY,1980,,STEAM,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1931
1658000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2002,1,4,87.19999695,41316,78,1713051.875,COMML CONDO,4375,4375,1,AVERAGE,WOOD FRAME,2002,Yes,FORCED AIR UNIT,1,0,"CONDO, OFFICE (845)",Very Irreg,Yes,1,2002
1684050000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,4,82.30000305,21600,79,565952,,,,,,,,,,,,,,,,
1686400005,NonResidential,Worship Facility,Worship Facility,1954,1,2,71.40000153,27876,69,1829981.375,RECTORY,5989,5989,1,AVERAGE,WOOD FRAME,1970,,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,2,1956
1689400145,SPS-District K-12,K-12 School,K-12 School,1925,1,1,64.69999695,48789,94,1298307.625,SCHOOL BLDG-modular,1876,1876,1,LOW/AVERAGE,WOOD FRAME,1970,,ELECTRIC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,1940
1697500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1902,1,6,209.6999969,35844,1,2342494.25,37 RES UNITS + 10 COML UNITS,35844,35844,1,AVERAGE,MASONRY,1983,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,,6,1902
1703400755,SPS-District K-12,K-12 School,K-12 School,1925,1,1,84.59999847,33105,79,1725336.25,COLUMBIA SCHOOL,27662,26237,1,GOOD,MASONRY,1965,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,1926
1704900435,NonResidential,Senior Care Community,Senior Care Community,1966,1,2,304.8999939,48882,51,6782435,NURSING HOME,48882,48882,1,GOOD,MASONRY,1996,Yes,HEAT PUMP,1,100,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,2,1996
1722800145,NonResidential,Warehouse,Non-Refrigerated Warehouse,1977,1,1,61.79999924,22320,62,439065.9063,WHSE/OFF,23500,23500,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1977
1722800223,NonResidential,Other,Manufacturing/Industrial Plant,1976,1,1,432.3999939,47105,,10234721,WHSE/OFFICE,45320,45320,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1976
1722800285,NonResidential,Small- and Mid-Sized Office,Office,1982,1,2,115.5,40029,69,1471914.25,HI-TECH OFFICE/ENGR. BLDG,40029,40029,1,AVERAGE,MASONRY,2000,,WARMED AND COOLED AIR,1,100,INDUSTRIAL ENGINEERING BUILDING (392),Rect or Slight Irreg,Yes,2,1982
1722800585,NonResidential,Small- and Mid-Sized Office,Office,1970,1,2,146.6000061,28304,67,1269367.5,OFFICE BLDG,28334,24711,1,LOW COST,WOOD FRAME,1970,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1970
1722800620,NonResidential,Other,Other - Recreation,1970,1,1,51.20000076,26400,,452612.5,WHSE/OFFICE,27568,27410,1,AVERAGE,MASONRY,1975,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1970
1722800985,NonResidential,Warehouse,Non-Refrigerated Warehouse,1968,1,1,116,27680,,1778431.75,WAREHOUSE,27680,27680,1,AVERAGE,MASONRY,1979,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,1968
1722801079,NonResidential,Small- and Mid-Sized Office,Office,1969,1,2,158.5,25872,,1787119,MULTI-TENANT OFFICE BLDG & WHS,25936,22677,1,LOW COST,WOOD FRAME,1970,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1969
1722801080,NonResidential,Small- and Mid-Sized Office,Office,1969,1,2,183.1999969,25872,41,2399353.5,MULTI-TENANT OFFICE & WHSE,25872,22438,1,LOW COST,WOOD FRAME,1970,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1969
1722801081,NonResidential,Warehouse,Non-Refrigerated Warehouse,1969,1,1,32.70000076,20500,65,222600.0938,FLORIDA TILE,20336,20336,1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1969
1931300585,NonResidential,Small- and Mid-Sized Office,Office,1958,1,2,78.30000305,21436,95,534703.6875,OFFICE,21436,15707,1,AVERAGE,WOOD FRAME,1980,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1958
