parcelId,BuildinDescription,ENERGYSTARScore,SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode,SiteEnergyUseLog
1973200385,ADOBE WATERFRONT BUILDING,96,11325513,211.3000031,280957,GOOD,REINFORCED CONCRETE,18,19,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,COMPLETE HVAC,16.242568526320692
1973200387,THE PLAZA BUILDING,89,8651835,187.3999939,243334,AVERAGE/GOOD,REINFORCED CONCRETE,18,19,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,4,344,COMPLETE HVAC,15.973281995138148
1973200389,4-STORY OFFICE BLDG,73,8873485,249.6999969,202623,GOOD,REINFORCED CONCRETE,8,10,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,4,344,COMPLETE HVAC,15.998578174528777
1974700170,APTS AND RETAIL,92,1169948.875,82.09999847,34680,AVERAGE,MASONRY,58,118,Yes,STEAM,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,4,459,STEAM,13.97247060923802
1975200005,SEATTLE TOWER OFFICE,62,16246106,192.6999969,216571,GOOD,REINFORCED CONCRETE,18,89,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,27,344,WARMED AND COOLED AIR,16.60336380725475
1975200015,OFC & EXCG,13,19036416,363.6000061,189175,AVERAGE,REINFORCED CONCRETE,28,97,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,344,WARMED AND COOLED AIR,16.76186433431489
1975700006,CHURCH,24,5587347,107.5999985,75058,EXCELLENT,MASONRY,50,50,,STEAM,1,CHURCH (309),Rect or Slight Irreg,Yes,3,309,STEAM,15.536015134978717
1975700095,Logan Building,91,6423556.5,111.0999985,135918,AVERAGE/GOOD,REINFORCED CONCRETE,28,60,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,10,344,WARMED AND COOLED AIR,15.675482494242939
1975700115,GAP RETAIL AND OFFICE,25,5252131,252.1000061,79957,AVERAGE,REINFORCED CONCRETE,23,104,Yes,HEAT PUMP,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,4,840,HEAT PUMP,15.474144456972658
1975700120,SIXTH AND PINE APTS,85,3318151.5,132.3999939,67560,LOW/AVERAGE,REINFORCED CONCRETE,35,95,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,10,300,HOT WATER,15.014918408726306
1975700125,OFFICE BUILDING WITH RETAIL ON 1ST FLOOR,71,7711757.5,171.5,127268,AVERAGE,REINFORCED CONCRETE,39,97,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HOT WATER,15.858256670276056
1975700155,Retail,2,2100982.75,390.1000061,36504,AVERAGE,REINFORCED CONCRETE,23,103,Yes,COMPLETE HVAC,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,353,COMPLETE HVAC,14.55791576941742
1975700160,OFC/RETAIL,93,18848780,139,500000,AVERAGE/GOOD,STRUCTURAL STEEL,20,35,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,29,344,COMPLETE HVAC,16.75195874827836
1975700195,OFFICE BUILDING,8,2998208.25,267.5,35200,AVERAGE,MASONRY,32,111,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC,14.913525418207556
1975700220,OFFICE/RETAIL BUILDING,,2478025.25,105.6999969,97720,AVERAGE,REINFORCED CONCRETE,34,92,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC,14.722972530788399
1975700235,OFFICE BUILDING,72,6029020,159.8000031,132326,GOOD,REINFORCED CONCRETE,31,92,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,10,344,STEAM WITHOUT BOILER,15.612095034765758
1975700240,OFFICE BUILDING,45,7335905.5,275.8999939,109830,EXCELLENT,STRUCTURAL STEEL,32,34,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC,15.808291411156079
1975700275,OFFICE BUILDING,83,1538750.625,87.30000305,35840,AVERAGE,REINFORCED CONCRETE,33,111,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HOT WATER,14.24648136265456
1975700281,BANK / OFFICE BUILDING,60,1333432.125,180.1999969,25920,AVERAGE,REINFORCED CONCRETE,43,77,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,WARMED AND COOLED AIR,14.10326672142125
1975700290,OFFICE BUILDING,17,2883139,349,30525,GOOD,REINFORCED CONCRETE,43,90,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HOT WATER,14.874390189124618
1975700330,OFFICE BUILDING,,2586116,173.6999969,60660,LOW COST,REINFORCED CONCRETE,48,98,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,HEAT PUMP,14.765667694229785
1975700340,OFFICE BUILDING,89,6366084.5,125.4000015,137350,AVERAGE,REINFORCED CONCRETE,28,89,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,344,STEAM WITHOUT BOILER,15.6664951603773
1975700345,1411 OFFICE BLDG,84,5446624,92.30000305,151039,AVERAGE,REINFORCED CONCRETE,23,89,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,344,COMPLETE HVAC,15.510506525160007
1975700365,RETAIL,,1247362,48.79999924,57428,AVERAGE,REINFORCED CONCRETE,48,98,Yes,HEAT PUMP,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,HEAT PUMP,14.036541479246345
1975700380,OFFICE BUILDING,14,5071974,398.7000122,59400,AVERAGE,REINFORCED CONCRETE,44,108,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,COMPLETE HVAC,15.439240648903095
1975700390,CENTURY SQ OFFICE,72,52226204,217.1000061,755000,GOOD,STRUCTURAL STEEL,18,33,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,30,344,COMPLETE HVAC,17.77109491923403
1975700420,SECOND & PINE APTS,81,1502069.875,81.5,42078,AVERAGE/GOOD,REINFORCED CONCRETE,25,108,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC WALL,14.222354631529061
1975700440,OFFICE BUILDING,72,3518459.5,154.5,63540,AVERAGE,MASONRY,32,112,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,COMPLETE HVAC,15.073533809735595
1975700465,MELBOURNE OFFICE,80,6962073,179.6000061,130893,AVERAGE,REINFORCED CONCRETE,28,91,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,10,344,HOT WATER,15.755987832791224
1975700485,RETAIL/OFFICE BUILDING,39,7802205.5,333,77555,GOOD,REINFORCED CONCRETE,34,94,,COMPLETE HVAC,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,840,COMPLETE HVAC,15.869917008102016
1975700511,RETAIL & HOTEL,65,1160087.875,84.59999847,27250,LOW COST,MASONRY,48,111,,STEAM WITHOUT BOILER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,3,332,STEAM WITHOUT BOILER,13.96400631452368
1975700560,RETAIL BUILDING,,1257774.625,195.1000061,25920,AVERAGE,MASONRY,58,102,,STEAM,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,STEAM,14.04485454677451
1975700580,OFFICE BUILDING,,3009463.75,118.1999969,79920,GOOD,MASONRY,32,108,Yes,WARMED AND COOLED AIR,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,5,840,WARMED AND COOLED AIR,14.917272464707187
1975700605,OFFICE BUILDING,72,2071670.25,140.1999969,47686,AVERAGE,REINFORCED CONCRETE,31,99,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,WARMED AND COOLED AIR,14.543865723943586
1976200105,RETAIL/MARKET,,5437110.5,290.8999939,49280,AVERAGE,MASONRY,48,118,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,HOT WATER,15.508758319629461
1976200140,POST ALLEY COURT - APTS,11,1926134.875,199.1000061,42765,GOOD,WOOD FRAME,13,29,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,8,300,ELECTRIC WALL,14.471025897444918
1976200160,Mixed Use,17,2018011.875,103.5,31578,AVERAGE/GOOD,MASONRY,21,103,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC,14.517623364417526
1976200210,Mixed Retail W/Res. Units,,3778355,267.5,45500,AVERAGE,MASONRY,33,76,Yes,FORCED AIR UNIT,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,4,459,FORCED AIR UNIT,15.14479928769003
1976200230,CORNER MARKET,,6901554,549.2000122,25380,AVERAGE,REINFORCED CONCRETE,31,106,,SPACE HEATERS,1,MIXED USE RETAIL (830),Rect or Slight Irreg,No,2,830,SPACE HEATERS,15.747257161601162
1976200300,RETAIL & OFC,,2827772.75,190.1000061,40715,AVERAGE,REINFORCED CONCRETE,39,103,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,6,344,STEAM WITHOUT BOILER,14.854999945626934
1976700005,RETAIL CLOTHING,80,8303666.5,300.6000061,78920,GOOD,MASONRY,29,89,,WARMED AND COOLED AIR,1,RETAIL STORE (353),Rect or Slight Irreg,No,4,353,WARMED AND COOLED AIR,15.932207722213303
1976700010,HOTEL THEODORE,71,4841347.5,158.6000061,98634,GOOD,MASONRY,23,88,Yes,PACKAGE UNIT,1,"HOTEL, FULL SERVICE (841)",Approx Square,Yes,20,841,PACKAGE UNIT,15.392703649035104
1976700045,MERIDIAN WEST - RETAIL / PKG. GARAGE,,9671619,407.7000122,147852,GOOD/EXCELLENT,STRUCTURAL STEEL,18,22,Yes,WARMED AND COOLED AIR,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,6,830,WARMED AND COOLED AIR,16.084706278441324
1976700055,MERIDIAN EAST - RETAIL / PKG. GARAGE,,7273155.5,189.3999939,267335,GOOD/EXCELLENT,REINFORCED CONCRETE,18,22,,COMPLETE HVAC,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,4,830,COMPLETE HVAC,15.799700799356353
1976700185,PARK PLACE OFFICE BUILDING,74,19397324,177.6000061,456304,GOOD,STRUCTURAL STEEL,27,47,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,21,344,HEAT PUMP,16.780645676374885
1977200020,OFFICE BUILDING,89,4757299.5,141.8000031,115857,GOOD/EXCELLENT,STRUCTURAL STEEL,18,32,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,12,344,COMPLETE HVAC,15.375190733281174
1977200030,APTS & RETAIL,65,2406996.75,85.59999847,51578,AVERAGE,MASONRY,29,109,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HOT WATER,14.693890366535797
1977200050,INN AT THE MARKET HOTEL,98,5348309,215.8999939,71150,GOOD,STRUCTURAL STEEL,20,33,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,7,841,HEAT PUMP,15.492290994143676
1977200135,OFFICE BUILDING,72,4549892,199.1000061,87500,GOOD,REINFORCED CONCRETE,19,19,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,COMPLETE HVAC,15.330614054381687
1977200185,ELLIOTT POINTE,,2015117.25,97.59999847,97517,AVERAGE,WOOD FRAME,14,24,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC WALL,14.516187940255639
1977200187,Ofc/Pkng,72,13329024,217.1000061,374405,GOOD/EXCELLENT,REINFORCED CONCRETE,18,20,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,11,344,COMPLETE HVAC,16.405454471169726
1977200245,MIXED USE OFFICE,91,1717130.875,129.8000031,82065,AVERAGE,WOOD FRAME,28,28,,PACKAGE UNIT,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,4,840,PACKAGE UNIT,14.356165360038265
1977200395,LIVINGSTON BAKER APTS,,2458760.5,151.5,70850,AVERAGE,WOOD FRAME,24,117,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,6,300,ELECTRIC WALL,14.71516791913892
1977200420,MIXED USE OFFICE/RETAIL,47,1862176.875,161.6999969,36160,AVERAGE,MASONRY,43,108,Yes,HOT WATER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,4,840,HOT WATER,14.437256724251846
1977200435,APARTMENT/RETAIL,,2122581.25,153.6000061,39528,GOOD,MASONRY,43,104,,HOT WATER,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,5,459,HOT WATER,14.568143476764766
1977200471,Ofc Bldg,88,13458948,167.6999969,354086,GOOD/EXCELLENT,STRUCTURAL STEEL,22,30,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,344,COMPLETE HVAC,16.415154721622685
1977200546,VENTANA APTS,70,2044374.75,96.09999847,68628,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC,14.530602554988015
1977200570,Mixed Use with Apts & Retail,,2188559,129.1000061,54550,AVERAGE,WOOD FRAME,8,8,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC,14.598753894354106
1977200590,BELL TOWER APARTMENTS,66,3730953.5,119.4000015,95700,AVERAGE,REINFORCED CONCRETE,26,48,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,16,300,ELECTRIC WALL,15.13217438897902
1977200605,OFFICE BUILDING,100,1634178.25,73.59999847,66900,AVERAGE,MASONRY,13,109,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC,14.306650636579704
1977200610,RETAIL & LOW INCOME HOUSING,,2160420,148.1999969,29340,AVERAGE,MASONRY,33,108,,HOT WATER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,No,3,332,HOT WATER,14.585813205202921
1977200615,MIXED RETAIL W/RES. UNITS,,2209512,144.8999939,27140,AVERAGE,MASONRY,38,118,,HOT WATER,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,459,HOT WATER,14.60828223463119
1977200625,Retail/Office Building,,287763.5,39.79999924,22710,GOOD,MASONRY,29,88,No,SPACE HEATERS,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,830,SPACE HEATERS,12.569894241209077
1977200671,THE HUMPHREY APTS,65,1813285.25,71.69999695,50376,AVERAGE/GOOD,MASONRY,22,95,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,HOT WATER,14.410650813268328
1977200695,APARTMENTS,98,1509775,64.90000153,35520,AVERAGE,MASONRY,29,108,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,14.227471191066002
1977200720,EL REY APTS,47,2233262,138,29796,LOW/AVERAGE,MASONRY,33,109,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,14.618973854884475
1977200855,OFFICE BUILDING,98,1262255.75,78.69999695,38148,AVERAGE,MASONRY,31,100,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR,14.048410956068283
1977200920,OFFICE BUILDING,96,5327249.5,98.5,102846,GOOD,REINFORCED CONCRETE,43,95,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,344,STEAM WITHOUT BOILER,15.488345621671106
1977200940,OXFORD APARTMENTS,37,1274555,166.3000031,40950,AVERAGE,WOOD FRAME,29,109,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,ELECTRIC WALL,14.058107656045301
1977200950,249-unt Apt Building,34,11951945,158,237186,GOOD,STRUCTURAL STEEL,4,4,Yes,COMPLETE HVAC,1,APARTMENT (300),Rect or Slight Irreg,Yes,25,300,COMPLETE HVAC,16.296404584603852
1977200970,Low Income Housing,,6458021.5,203.5,55882,AVERAGE,REINFORCED CONCRETE,25,109,Yes,STEAM WITHOUT BOILER,1,APARTMENT (300),Long Rect or Irreg,Yes,8,300,STEAM WITHOUT BOILER,15.680833559498904
1977201035,MOORE HOTEL & THEATRE,99,5401277.5,68.19999695,122810,AVERAGE,MASONRY,38,110,Yes,STEAM WITHOUT BOILER,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,7,332,STEAM WITHOUT BOILER,15.502146057629343
1977201060,JOSEPHINUM,67,8575114,128,148219,AVERAGE/GOOD,REINFORCED CONCRETE,25,111,Yes,STEAM WITHOUT BOILER,1,APARTMENT (300),Rect or Slight Irreg,No,14,300,STEAM WITHOUT BOILER,15.964374845388548
1977201070,MIXED USE OFFICE/RETAIL BUILDING,5,478690.0938,58,25920,AVERAGE,MASONRY,50,102,Yes,HOT WATER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,840,HOT WATER,13.078808681203661
1977201090,THE LENORA APTS,72,3752132.25,102.9000015,139650,AVERAGE,WOOD FRAME,12,19,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,ELECTRIC WALL,15.137834836354864
1977201135,MIXED USE RETAIL/OFFICE BUILDING,93,1011667.5,74,25920,AVERAGE,MASONRY,49,99,Yes,FORCED AIR UNIT,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,830,FORCED AIR UNIT,13.827110517530516
1977201140,PALLADIAN HOTEL,93,2897079.75,150.3999939,61721,GOOD/EXCELLENT,REINFORCED CONCRETE,4,108,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,8,841,COMPLETE HVAC,14.879213804850322
1977201145,CASTLE APTS,98,1046995.188,71.80000305,32760,AVERAGE/GOOD,MASONRY,24,100,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL,13.861434893853573
1977201155,Langdon & Anne Simons Senior Apts,1,6503353.5,187.3000031,96980,AVERAGE,WOOD FRAME,10,11,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC,15.687828524900235
1977201181,OFFICE BUILDING,75,1793851.375,170.6000061,25920,AVERAGE,MASONRY,26,99,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,HOT WATER,14.39987547257256
1977201230,STRATFORD ON FOURTH,93,1933021.625,90.80000305,32460,AVERAGE,MASONRY,26,103,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,WALL FURNACE,14.47459494540156
1977201245,OPEN OFFICE & Restaurant,83,2429021,123.0999985,52800,AVERAGE,REINFORCED CONCRETE,44,93,Yes,WARMED AND COOLED AIR,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,820,WARMED AND COOLED AIR,14.702998853480079
1978200010,MEDICAL RESEARCH BUILDING,,19295226,277.5,206950,GOOD/EXCELLENT,STRUCTURAL STEEL,18,19,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,5,496,COMPLETE HVAC,16.775368265764246
1978200225,CAMBRIDGE APTS (LOW INCOME),95,4933374.5,81.80000305,90920,AVERAGE,REINFORCED CONCRETE,10,96,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,10,300,HOT WATER,15.411533794626012
1978200305,RESEARCH CENTER,1,3767135,367.3999939,22667,AVERAGE,WOOD FRAME,48,72,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,COMPLETE HVAC,15.141825323568531
1978200315,JOHN WINTHROP APT,28,4571746.5,157.8000031,52620,AVERAGE,MASONRY,31,93,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER,15.335405856165416
1978200340,SOVREIGN APARTMENTS,92,2228083.75,91.30000305,47154,AVERAGE/GOOD,MASONRY,22,93,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER,14.616652469089441
1978200360,1020 UNIVERSITY APT,26,3472834,148.6999969,39895,AVERAGE,MASONRY,28,56,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,HOT WATER,15.060481533290478
1978200425,OXFORD CREST APT,53,2380206.5,87,63681,AVERAGE,MASONRY,29,93,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,14.682697806589701
1978200440,STOCKBRIDGE APT,86,1956439.375,91.19999695,57930,AVERAGE/GOOD,MASONRY,22,93,Yes,ELECTRIC WALL,1,APARTMENT (300),Approx Square,Yes,6,300,ELECTRIC WALL,14.48663673369711
1978200625,MEDICAL OFFICE  & PARKING,58,21156670,245.6999969,690158,GOOD,REINFORCED CONCRETE,18,26,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,14,341,COMPLETE HVAC,16.86746578016928
1978200710,SAN MARCO APARTMENTS,86,755856.875,65.69999695,24840,GOOD,WOOD FRAME,25,113,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER,13.535607318455538
1978200720,Apartment- 236 UNITS,69,9162810,108.1999969,236148,GOOD,REINFORCED CONCRETE,5,6,Yes,COMPLETE HVAC,1,APARTMENT (300),Approx Square,Yes,17,300,COMPLETE HVAC,16.03066345816541
1978200745,APT,50,3079143.5,103.0999985,132024,AVERAGE,WOOD FRAME,12,21,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL,14.940162031861533
1978200790,CASCADE COURT,89,3751417,116,111954,AVERAGE,WOOD FRAME,14,25,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,ELECTRIC,15.13764419323963
1978200960,HILLTOP COURT APT,76,1224642.5,90.80000305,42331,AVERAGE/GOOD,WOOD FRAME,13,31,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,ELECTRIC WALL,14.018159522633644
1978201116,Medical Office (ALCOA BUILDING),2,2946756.25,292.3999939,30855,AVERAGE,REINFORCED CONCRETE,28,56,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,341,COMPLETE HVAC,14.896215547067309
1978201230,Apartment,40,870633.5,125,32870,AVERAGE,WOOD FRAME,12,20,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL,13.676976386569768
1978201320,SILVER CLOUD INN - BROADWAY,28,13410041,256.5,150545,GOOD,MASONRY,8,15,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,6,841,COMPLETE HVAC,16.411514312673024
1978201421,Research Laboratories,,10834087,509,45780,GOOD,STRUCTURAL STEEL,18,30,Yes,PACKAGE UNIT,1,LABORATORIES (496),Rect or Slight Irreg,Yes,5,496,PACKAGE UNIT,16.198207925442798
1978201435,MEDICAL OFFICE,42,3735308.5,203.8000031,39115,AVERAGE/GOOD,STRUCTURAL STEEL,33,55,Yes,HOT WATER,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,HOT WATER,15.133340970192991
1979200090,EDUCATION BUILDING,55,2465983.5,87.69999695,37796,AVERAGE,STRUCTURAL STEEL,28,56,,ELECTRIC WALL,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,ELECTRIC WALL,14.718101271686475
1979200245,PAUL REVERE APTS,73,1224045.25,107.9000015,43606,AVERAGE,MASONRY,26,95,No,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER-RADIANT,14.017671710325322
1979200250,JOHN ALDEN APTS,67,3758731,89.80000305,58503,GOOD,MASONRY,22,94,No,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER-RADIANT,15.139591958400134
1979200270,SORRENTO HOTEL,71,7258758.5,172,76631,EXCELLENT,MASONRY,23,110,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,7,841,HEAT PUMP,15.797719366668227
1982202070,RETAIL,62,18390344,276,164437,AVERAGE/GOOD,MASONRY,18,19,,COMPLETE HVAC,1,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,319,COMPLETE HVAC,16.727336302223932
1982203275,Warehouse,63,966677.125,69.30000305,27553,AVERAGE,PREFAB STEEL,13,68,,ELECTRIC WALL,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,,1,406,ELECTRIC WALL,13.781619825195586
1983200005,RETAIL/OFFICE,,989079.5,102.9000015,25920,AVERAGE,MASONRY,20,98,,FORCED AIR UNIT,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,FORCED AIR UNIT,13.804529991600702
1983200035,OFFICE BUILDING,98,13998638,114.5999985,483397,GOOD/EXCELLENT,STRUCTURAL STEEL,4,3,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,344,COMPLETE HVAC,16.454470597132683
1983200150,AMAZON - Wainwright Bldg (Phase 1B),95,5671256,148.5,184482,GOOD,REINFORCED CONCRETE,8,9,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC,15.550921167927571
1983200170,RETAIL STORE & WHSE,,2106073.5,97.59999847,40686,AVERAGE,MASONRY,33,99,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,406,SPACE HEATERS,14.560335871351958
1983200180,RETAIL STORE,57,2553763.5,112.1999969,45271,AVERAGE,REINFORCED CONCRETE,43,54,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,SPACE HEATERS,14.753078711443608
1983200196,OFFICE BUILDING,62,1372213.375,110,28380,AVERAGE,REINFORCED CONCRETE,33,98,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HOT WATER,14.131935596312836
1983200245,428 WESTLAKE,96,3238216,117.3000031,139282,AVERAGE,REINFORCED CONCRETE,13,14,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC,14.990533118839197
1983200350,Office,95,966907.375,79.59999847,26176,GOOD,MASONRY,23,92,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR,13.781857983911781
