SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode
13458948,167.6999969,354086,GOOD/EXCELLENT,STRUCTURAL STEEL,22,30,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,344,COMPLETE HVAC
2044374.75,96.09999847,68628,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC
2188559,129.1000061,54550,AVERAGE,WOOD FRAME,8,8,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC
3730953.5,119.4000015,95700,AVERAGE,REINFORCED CONCRETE,26,48,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,16,300,ELECTRIC WALL
1634178.25,73.59999847,66900,AVERAGE,MASONRY,13,109,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
2160420,148.1999969,29340,AVERAGE,MASONRY,33,108,,HOT WATER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,No,3,332,HOT WATER
2209512,144.8999939,27140,AVERAGE,MASONRY,38,118,,HOT WATER,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,459,HOT WATER
287763.5,39.79999924,22710,GOOD,MASONRY,29,88,No,SPACE HEATERS,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,830,SPACE HEATERS
1813285.25,71.69999695,50376,AVERAGE/GOOD,MASONRY,22,95,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,HOT WATER
1509775,64.90000153,35520,AVERAGE,MASONRY,29,108,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
2233262,138,29796,LOW/AVERAGE,MASONRY,33,109,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER
1262255.75,78.69999695,38148,AVERAGE,MASONRY,31,100,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR
5327249.5,98.5,102846,GOOD,REINFORCED CONCRETE,43,95,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,344,STEAM WITHOUT BOILER
1274555,166.3000031,40950,AVERAGE,WOOD FRAME,29,109,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,ELECTRIC WALL
11951945,158,237186,GOOD,STRUCTURAL STEEL,4,4,Yes,COMPLETE HVAC,1,APARTMENT (300),Rect or Slight Irreg,Yes,25,300,COMPLETE HVAC
6458021.5,203.5,55882,AVERAGE,REINFORCED CONCRETE,25,109,Yes,STEAM WITHOUT BOILER,1,APARTMENT (300),Long Rect or Irreg,Yes,8,300,STEAM WITHOUT BOILER
5401277.5,68.19999695,122810,AVERAGE,MASONRY,38,110,Yes,STEAM WITHOUT BOILER,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,7,332,STEAM WITHOUT BOILER
8575114,128,148219,AVERAGE/GOOD,REINFORCED CONCRETE,25,111,Yes,STEAM WITHOUT BOILER,1,APARTMENT (300),Rect or Slight Irreg,No,14,300,STEAM WITHOUT BOILER
478690.0938,58,25920,AVERAGE,MASONRY,50,102,Yes,HOT WATER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,840,HOT WATER
3752132.25,102.9000015,139650,AVERAGE,WOOD FRAME,12,19,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,ELECTRIC WALL
1011667.5,74,25920,AVERAGE,MASONRY,49,99,Yes,FORCED AIR UNIT,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,830,FORCED AIR UNIT
2897079.75,150.3999939,61721,GOOD/EXCELLENT,REINFORCED CONCRETE,4,108,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,8,841,COMPLETE HVAC
1046995.188,71.80000305,32760,AVERAGE/GOOD,MASONRY,24,100,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL
6503353.5,187.3000031,96980,AVERAGE,WOOD FRAME,10,11,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC
1793851.375,170.6000061,25920,AVERAGE,MASONRY,26,99,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,HOT WATER
1933021.625,90.80000305,32460,AVERAGE,MASONRY,26,103,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,WALL FURNACE
2429021,123.0999985,52800,AVERAGE,REINFORCED CONCRETE,44,93,Yes,WARMED AND COOLED AIR,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,820,WARMED AND COOLED AIR
19295226,277.5,206950,GOOD/EXCELLENT,STRUCTURAL STEEL,18,19,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,5,496,COMPLETE HVAC
4933374.5,81.80000305,90920,AVERAGE,REINFORCED CONCRETE,10,96,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,10,300,HOT WATER
3767135,367.3999939,22667,AVERAGE,WOOD FRAME,48,72,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,COMPLETE HVAC
4571746.5,157.8000031,52620,AVERAGE,MASONRY,31,93,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER
2228083.75,91.30000305,47154,AVERAGE/GOOD,MASONRY,22,93,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER
3472834,148.6999969,39895,AVERAGE,MASONRY,28,56,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,HOT WATER
2380206.5,87,63681,AVERAGE,MASONRY,29,93,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
1956439.375,91.19999695,57930,AVERAGE/GOOD,MASONRY,22,93,Yes,ELECTRIC WALL,1,APARTMENT (300),Approx Square,Yes,6,300,ELECTRIC WALL
21156670,245.6999969,690158,GOOD,REINFORCED CONCRETE,18,26,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,14,341,COMPLETE HVAC
755856.875,65.69999695,24840,GOOD,WOOD FRAME,25,113,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
9162810,108.1999969,236148,GOOD,REINFORCED CONCRETE,5,6,Yes,COMPLETE HVAC,1,APARTMENT (300),Approx Square,Yes,17,300,COMPLETE HVAC
3079143.5,103.0999985,132024,AVERAGE,WOOD FRAME,12,21,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
3751417,116,111954,AVERAGE,WOOD FRAME,14,25,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,ELECTRIC
1224642.5,90.80000305,42331,AVERAGE/GOOD,WOOD FRAME,13,31,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,ELECTRIC WALL
2946756.25,292.3999939,30855,AVERAGE,REINFORCED CONCRETE,28,56,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,341,COMPLETE HVAC
870633.5,125,32870,AVERAGE,WOOD FRAME,12,20,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL
13410041,256.5,150545,GOOD,MASONRY,8,15,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,6,841,COMPLETE HVAC
10834087,509,45780,GOOD,STRUCTURAL STEEL,18,30,Yes,PACKAGE UNIT,1,LABORATORIES (496),Rect or Slight Irreg,Yes,5,496,PACKAGE UNIT
3735308.5,203.8000031,39115,AVERAGE/GOOD,STRUCTURAL STEEL,33,55,Yes,HOT WATER,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,HOT WATER
2465983.5,87.69999695,37796,AVERAGE,STRUCTURAL STEEL,28,56,,ELECTRIC WALL,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,ELECTRIC WALL
1224045.25,107.9000015,43606,AVERAGE,MASONRY,26,95,No,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER-RADIANT
3758731,89.80000305,58503,GOOD,MASONRY,22,94,No,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER-RADIANT
7258758.5,172,76631,EXCELLENT,MASONRY,23,110,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,7,841,HEAT PUMP
18390344,276,164437,AVERAGE/GOOD,MASONRY,18,19,,COMPLETE HVAC,1,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,319,COMPLETE HVAC
966677.125,69.30000305,27553,AVERAGE,PREFAB STEEL,13,68,,ELECTRIC WALL,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,,1,406,ELECTRIC WALL
989079.5,102.9000015,25920,AVERAGE,MASONRY,20,98,,FORCED AIR UNIT,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,FORCED AIR UNIT
13998638,114.5999985,483397,GOOD/EXCELLENT,STRUCTURAL STEEL,4,3,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,344,COMPLETE HVAC
5671256,148.5,184482,GOOD,REINFORCED CONCRETE,8,9,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC
2106073.5,97.59999847,40686,AVERAGE,MASONRY,33,99,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,406,SPACE HEATERS
2553763.5,112.1999969,45271,AVERAGE,REINFORCED CONCRETE,43,54,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,SPACE HEATERS
1372213.375,110,28380,AVERAGE,REINFORCED CONCRETE,33,98,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HOT WATER
3238216,117.3000031,139282,AVERAGE,REINFORCED CONCRETE,13,14,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
966907.375,79.59999847,26176,GOOD,MASONRY,23,92,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR
7851334.5,131.5,271071,GOOD,REINFORCED CONCRETE,8,9,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,344,COMPLETE HVAC
2767491,64.40000153,127800,GOOD/EXCELLENT,MASONRY,8,104,Yes,HOT WATER,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,5,525,HOT WATER
7442314.5,597.4000244,37740,AVERAGE,MASONRY,28,92,Yes,FORCED AIR UNIT,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,1,820,FORCED AIR UNIT
30083496,202.1999969,560516,GOOD/EXCELLENT,REINFORCED CONCRETE,13,16,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC
11963428,281.6000061,226592,GOOD/EXCELLENT,STRUCTURAL STEEL,13,17,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
5232420.5,58.5,178911,GOOD,WOOD FRAME,6,10,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC
739210.5,69.69999695,23241,GOOD,STRUCTURAL STEEL,9,9,Yes,COMPLETE HVAC,1,CHURCH WITH SUNDAY SCHOOL (308),Very Irreg,Yes,3,308,COMPLETE HVAC
31371618,650.5999756,159700,EXCELLENT,REINFORCED CONCRETE,15,15,Yes,COMPLETE HVAC,1,LABORATORIES (496),Long Rect or Irreg,Yes,5,496,COMPLETE HVAC
6917478.5,135.1999969,209816,GOOD,REINFORCED CONCRETE,8,12,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,COMPLETE HVAC
7519466.5,123.6999969,303103,GOOD,REINFORCED CONCRETE,8,12,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,6,344,COMPLETE HVAC
2524228.25,125,64596,EXCELLENT,STRUCTURAL STEEL,10,11,Yes,FORCED AIR UNIT,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,FORCED AIR UNIT
9190442,523.7000122,41466,AVERAGE/GOOD,MASONRY,7,90,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,COMPLETE HVAC
1912760.75,196.6000061,35780,AVERAGE,REINFORCED CONCRETE,13,92,Yes,COMPLETE HVAC,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,820,COMPLETE HVAC
2156624.75,72.59999847,102120,AVERAGE,REINFORCED CONCRETE,6,5,Yes,COMPLETE HVAC,1,APARTMENT (300),Approx Square,Yes,7,300,COMPLETE HVAC
17463744,129.8999939,526423,GOOD,STRUCTURAL STEEL,6,6,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,11,344,COMPLETE HVAC
564754.1875,174.6000061,25132,AVERAGE,REINFORCED CONCRETE,29,54,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HEAT PUMP
665200.1875,75,43762,GOOD,WOOD FRAME,5,6,,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,,6,459,ELECTRIC
6716839,59.90000153,301831,AVERAGE/GOOD,WOOD FRAME,5,6,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC
1439860.25,91.90000153,32908,AVERAGE,WOOD FRAME,28,89,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER
4166306.25,235.1999969,66240,GOOD,MASONRY,28,32,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,WARMED AND COOLED AIR
456953,34.79999924,28800,AVERAGE,MASONRY,43,90,,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,FORCED AIR UNIT
41696464,547.7000122,339591,EXCELLENT,REINFORCED CONCRETE,5,5,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,8,496,COMPLETE HVAC
24395228,559.5,102235,AVERAGE,REINFORCED CONCRETE,28,55,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,4,496,COMPLETE HVAC
45252356,417,436497,EXCELLENT,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,LABORATORIES (496),Very Irreg,Yes,5,496,COMPLETE HVAC
1806468,177.6000061,31945,AVERAGE,MASONRY,28,63,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
591622.8125,82.40000153,33183,AVERAGE,WOOD FRAME,14,26,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL
3415561.25,165.6000061,88062,AVERAGE,REINFORCED CONCRETE,33,44,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,WARMED AND COOLED AIR
3632613.75,171.1000061,87178,AVERAGE,REINFORCED CONCRETE,33,46,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
3493093.75,164.3000031,87178,AVERAGE,REINFORCED CONCRETE,33,48,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
8655604,164.5,241875,GOOD,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,7,344,COMPLETE HVAC
1637794.75,102.0999985,80592,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC
3476212.5,192.3999939,76213,AVERAGE,REINFORCED CONCRETE,33,48,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HEAT PUMP
2960159.75,75.80000305,137324,GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC
4480961,265.8999939,85963,AVERAGE,STRUCTURAL STEEL,28,33,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
1819315.875,95.30000305,101192,AVERAGE/GOOD,WOOD FRAME,7,14,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,ELECTRIC
2991674.75,161.3999939,86995,AVERAGE,REINFORCED CONCRETE,28,33,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HEAT PUMP
3484915.5,157,88000,AVERAGE,REINFORCED CONCRETE,28,47,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
446877.6875,50.09999847,22200,AVERAGE,WOOD FRAME,24,106,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,HOT WATER
1435730,87.19999695,65712,AVERAGE/GOOD,WOOD FRAME,8,19,Yes,FORCED AIR UNIT,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,FORCED AIR UNIT
1072487.875,76.59999847,31990,AVERAGE,WOOD FRAME,4,4,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC
850430.875,72.19999695,25800,AVERAGE/GOOD,MASONRY,30,110,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
913502.125,63.29999924,20712,AVERAGE/GOOD,MASONRY,28,110,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER
1056003,61.5,26250,AVERAGE/GOOD,WOOD FRAME,30,110,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER
1260416,120.4000015,32143,GOOD,WOOD FRAME,6,9,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,7,459,ELECTRIC
500237,70.80000305,22177,AVERAGE,MASONRY,30,70,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
2284507.5,80.69999695,43712,AVERAGE/GOOD,MASONRY,30,110,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,WALL FURNACE
4750799,151.1999969,102930,AVERAGE,REINFORCED CONCRETE,28,44,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Approx Square,Yes,5,344,PACKAGE UNIT
1866283.125,88.40000153,83270,AVERAGE/GOOD,WOOD FRAME,6,11,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC
2090543.75,65.90000153,43998,AVERAGE,MASONRY,23,96,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER
1859725.375,78.80000305,55604,AVERAGE,MASONRY,25,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,9,300,ELECTRIC WALL
628676.375,78.80000305,25056,AVERAGE,WOOD FRAME,30,59,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL
847799.875,71.30000305,46800,AVERAGE,WOOD FRAME,17,28,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
945020.1875,58.29999924,50903,AVERAGE/GOOD,WOOD FRAME,7,16,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
812587.875,59,29158,AVERAGE,WOOD FRAME,4,5,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC
1353612.75,83.40000153,22320,AVERAGE/GOOD,WOOD FRAME,18,88,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
55073120,874.0999756,378443,EXCELLENT,REINFORCED CONCRETE,8,17,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Very Irreg,Yes,6,344,WARMED AND COOLED AIR
75073888,2217.800049,213834,EXCELLENT,REINFORCED CONCRETE,8,17,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,PACKAGE UNIT
10126597,68.30000305,336003,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,COMPLETE HVAC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,10,459,COMPLETE HVAC
7408342,562.4000244,43183,AVERAGE/GOOD,REINFORCED CONCRETE,23,65,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,HEAT PUMP
2483074.25,87,94909,GOOD,WOOD FRAME,4,4,Yes,STEAM,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,STEAM
1539066.375,88.19999695,51552,GOOD,REINFORCED CONCRETE,5,5,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,COMPLETE HVAC
5284343.5,165.6999969,113173,AVERAGE,MASONRY,23,59,Yes,HOT WATER,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,5,332,HOT WATER
2804534,163.1999969,38520,LOW/AVERAGE,MASONRY,28,59,Yes,ELECTRIC WALL,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,No,4,332,ELECTRIC WALL
6715187,128,150453,AVERAGE,WOOD FRAME,18,18,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,7,841,COMPLETE HVAC
5827595.5,144.5,116300,AVERAGE,REINFORCED CONCRETE,13,21,Yes,PACKAGE UNIT,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,6,332,PACKAGE UNIT
1754477.25,69.69999695,60364,AVERAGE,WOOD FRAME,10,10,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC WALL
2530075.25,83.59999847,81993,AVERAGE/GOOD,WOOD FRAME,4,4,Yes,PACKAGE UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,PACKAGE UNIT
12720069,109.0999985,480702,GOOD/EXCELLENT,STRUCTURAL STEEL,4,4,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,344,COMPLETE HVAC
581289,66.80000305,27338,AVERAGE,REINFORCED CONCRETE,33,58,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,,1,309,FORCED AIR UNIT
879235.8125,95.69999695,40086,AVERAGE,WOOD FRAME,11,51,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
12015936,650.5,34416,AVERAGE,REINFORCED CONCRETE,28,56,Yes,HEAT PUMP,1,LABORATORIES (496),Approx Square,Yes,2,496,HEAT PUMP
16373232,225,275734,AVERAGE/GOOD,REINFORCED CONCRETE,23,37,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
1987934.625,50.70000076,123061,AVERAGE,MASONRY,13,17,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
1208407.625,113.6999969,26150,AVERAGE,MASONRY,28,56,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
2756214.75,71.40000153,59090,AVERAGE,MASONRY,48,55,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
763364.5,22.60000038,106000,AVERAGE,MASONRY,33,55,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
1088556.25,142.3999939,24000,LOW COST,WOOD FRAME,48,51,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,WARMED AND COOLED AIR
3205182.5,272.2000122,50499,GOOD,MASONRY,18,18,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Very Irreg,Yes,3,344,PACKAGE UNIT
3600571.25,182.3999939,54465,GOOD,STRUCTURAL STEEL,18,54,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
4167253.75,133.1999969,45960,GOOD,MASONRY,58,88,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,365,HOT WATER
833747,63.5,21112,AVERAGE,WOOD FRAME,30,69,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
673030,93.30000305,22646,AVERAGE,WOOD FRAME,17,31,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1172903.375,71.5,51510,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
898495.1875,77.5,36408,AVERAGE,WOOD FRAME,26,48,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1183042.125,68.80000305,51387,GOOD,WOOD FRAME,18,40,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
507428.9063,77.5,25763,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
2919980.75,152.6999969,106524,AVERAGE,STRUCTURAL STEEL,11,13,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC
1426279.5,99.5,33176,AVERAGE,WOOD FRAME,26,31,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HEAT PUMP
18309150,360.3999939,158600,GOOD/EXCELLENT,REINFORCED CONCRETE,8,56,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Long Rect or Irreg,Yes,3,341,COMPLETE HVAC
540105.625,79.30000305,21385,AVERAGE,WOOD FRAME,26,51,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
