parcelId,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
1983200585,AMAZON PHASE 2 (Fiona Building),"271,071","172,371",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,2009
1984200035,PUBLIC STORAGE-OLD SHURGARD-CORP HQTRS,"127,800","72,600",1,GOOD/EXCELLENT,MASONRY,2010,Yes,HOT WATER,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,5,1914
1984200065,MARRIOTT RESIDENCE INN,"282,863","238,097",1,GOOD/EXCELLENT,WOOD FRAME,1995,Yes,HEAT PUMP,1,100,"HOTEL, SUITE (842)",Rect or Slight Irreg,Yes,7,1990
1984200105,FHCRC -  OFFICES -FORMER INDUSTRIAL BLDG,"37,740","37,740",1,AVERAGE,MASONRY,1990,Yes,FORCED AIR UNIT,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,1,1926
1984200135,Bio-Tech-Arnold Bldg.,"560,516","353,918",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,5,2002
1984200185,Admin. Office Building w/ Bsmt. Parking,"226,592","131,592",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,2001
1984200455,Laboratories-Weintraub Bldg.,"284,240","220,173",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,5,1997
1985200003,KEY ARENA,"129,000","129,000",1,GOOD,STRUCTURAL STEEL,1998,Yes,HEAT PUMP,1,100,AUDITORIUM (302),Rect or Slight Irreg,Yes,1,1962
1985200070,Mixed use apartments,"178,911","109,626",1,GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,7,2008
1985200090,Methodist Church,"23,241","23,241",1,GOOD,STRUCTURAL STEEL,2009,Yes,COMPLETE HVAC,1,100,CHURCH WITH SUNDAY SCHOOL (308),Very Irreg,Yes,3,2009
1985200120,Apartment,"43,734","32,500",1,AVERAGE/GOOD,REINFORCED CONCRETE,2013,Yes,PACKAGE UNIT,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,2011
1985200130,PACIFIC SCIENCE CENTER,"155,795","155,795",1,GOOD/EXCELLENT,STRUCTURAL STEEL,1998,Yes,PACKAGE UNIT,1,100,MUSEUM (481),Rect or Slight Irreg,Yes,1,1962
1985200140,PACIFIC SCIENCE CENTER,"15,450","15,450",1,GOOD/EXCELLENT,REINFORCED CONCRETE,1998,,HEAT PUMP,1,100,MUSEUM (481),Rect or Slight Irreg,Yes,1,1962
1985200245,Fisher Pavilion,"23,496","23,496",1,EXCELLENT,REINFORCED CONCRETE,2002,,COMPLETE HVAC,1,100,AUDITORIUM (302),Rect or Slight Irreg,Yes,1,2002
1985200305,SEATTLE CENTER HOUSE,"396,085","396,085",1,AVERAGE/GOOD,STRUCTURAL STEEL,1998,Yes,HOT WATER,1,100,ARCADE (573),Rect or Slight Irreg,Yes,5,1938
1985200495,SPACE NEEDLE,"48,808","45,685",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2013,Yes,WARMED AND COOLED AIR,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,1961
1985200550,OFFICE BUILDING,"2,242","2,242",1,AVERAGE,WOOD FRAME,1985,,ELECTRIC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1961
1986200070,OFFICE BLDG,"59,600","38,058",1,GOOD,REINFORCED CONCRETE,2000,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,4,1999
1986200135,Office/Lab Bldg.,"159,700","117,133",1,EXCELLENT,REINFORCED CONCRETE,2003,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Long Rect or Irreg,Yes,5,2003
1986200185,EAST BLK - WESTLAKE/TERRY BLDG,"209,816","136,143",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,2006
1986200215,WEST BLK - WESTLAKE/TERRY BLDG.,"303,103","193,198",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,6,2006
1986200245,Office Building,"64,596","39,998",1,EXCELLENT,STRUCTURAL STEEL,2008,Yes,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,2007
1986200255,Multi-Tenant R&D Building,"41,466","35,404",1,AVERAGE/GOOD,MASONRY,2011,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,1928
1986200275,OFFICE BUILDING,"231,510","130,710",1,GOOD,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,6,2013
1986200295,OFFICE & 1ST FLOOR RETAIL,"36,513","30,313",1,AVERAGE,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,5,1926
1986200305,Eight story building,"102,280","58,887",1,AVERAGE,REINFORCED CONCRETE,2012,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Approx Square,Yes,8,2012
1986200350,PHASE V - AMAZON.COM,"526,423","335,992",1,GOOD,STRUCTURAL STEEL,2012,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,11,2012
1986200380,Rehearsal Studios,"67,380","67,380",1,LOW/AVERAGE,REINFORCED CONCRETE,1975,Yes,SPACE HEATERS,1,100,"THEATER, LIVE STAGE (379)",Rect or Slight Irreg,Yes,3,1954
1986200410,Dawson (phase 4 north bldg),"282,162","282,162",1,GOOD,STRUCTURAL STEEL,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,2010
1988200090,Office Building,"25,132","14,400",1,AVERAGE,REINFORCED CONCRETE,1989,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1964
1988200105,Mixed Use Apt,"39,361","23,026",1,GOOD,WOOD FRAME,2013,,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,,6,2011
1988200190,275-Unit Mixed Use Residential,"301,831","190,075",1,AVERAGE/GOOD,WOOD FRAME,2013,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,2012
1988200240,MERCER APTS,"32,908","24,276",1,AVERAGE,WOOD FRAME,1990,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1929
1988200250,THEATER,"34,934","34,934",1,GOOD/EXCELLENT,REINFORCED CONCRETE,1990,,COMPLETE HVAC,1,100,"THEATER, LIVE STAGE (379)",Rect or Slight Irreg,Yes,1,1966
1988200440,PLAYHOUSE,"36,864","36,864",1,GOOD/EXCELLENT,STRUCTURAL STEEL,1990,,WARMED AND COOLED AIR,1,100,"THEATER, LIVE STAGE (379)",Rect or Slight Irreg,Yes,1,1962
1988200700,OPERA HOUSE,"262,048","262,048",2,EXCELLENT,STRUCTURAL STEEL,2002,Yes,COMPLETE HVAC,1,100,"THEATER, LIVE STAGE (379)",Rect or Slight Irreg,Yes,2,1928
1988200705,T.V. STUDIOS & OFFICES,"66,240","63,888",1,GOOD,MASONRY,1990,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1986
1988201155,Office Building A - NW corner of site,"430,191","299,882",1,EXCELLENT,STRUCTURAL STEEL,2011,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,6,2010
1988201370,WHSE & OFC,"28,800","28,800",1,AVERAGE,MASONRY,1975,,FORCED AIR UNIT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,1928
1988201435,BUILDING 3.1,"339,591","192,668",1,EXCELLENT,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,8,2013
1988201480,Research Laboratories,"102,235","102,235",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,4,1963
1988201485,Bio-Tech Research Facility,"436,497","272,375",1,EXCELLENT,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Very Irreg,Yes,5,2008
1989200520,OFFICE BUILDING,"31,945","30,000",1,AVERAGE,MASONRY,1990,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1955
1989200570,WEST REPUBLICAN PLACE,"33,183","19,174",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1992
1989200615,OFFICE BLDG,"88,062","62,312",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1974
1989200620,"Mixed Use Live/work, apts, retail","299,820","171,444",1,AVERAGE,REINFORCED CONCRETE,2011,Yes,ELECTRIC WALL,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,9,2011
1989200630,APARTMENT,"37,054","30,216",1,AVERAGE/GOOD,WOOD FRAME,2013,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,6,2012
1989200720,MID-RISE OFFICE BUILDING,"87,178","63,623",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1972
1989200740,MID-RISE OFFICE BUILDING,"87,178","61,362",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1970
1989200750,West Tower Office Building,"241,875","156,457",1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,7,2000
1989200800,UPTOWN QUEEN ANNE APTS,"80,592","43,461",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,2001
1989200815,APARTMENT WITH RETAIL & PARKING,"215,989","120,629",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,9,1994
1989200850,OFFICE BUILDING,"76,213","48,500",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1970
1989200865,METRO ON FIRST APTS,"137,324","73,873",1,GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,7,2001
1989200945,MID-RISE OFFICE BUILDING,"85,963","47,210",1,AVERAGE,STRUCTURAL STEEL,1990,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1985
1989200980,58 UNIT APT W/RETAIL SPACE,"101,192","50,749",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,2004
1989201010,MID-RISE OFFICE BUILDING,"86,995","50,235",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1985
1989201020,OFFICE BUILDING,"88,000","64,927",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1971
1989201125,THE MEDITERREAN INN - SEATTLE,"117,738","59,976",1,GOOD,REINFORCED CONCRETE,2002,Yes,FORCED AIR UNIT,1,100,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,6,2002
1989201130,APARTMENT HOUSE & SHOPS,"22,200","18,686",1,AVERAGE,WOOD FRAME,1994,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,3,1912
1989201170,Mixed Use Apartment/Retail/Parking,"65,712","40,569",1,AVERAGE/GOOD,WOOD FRAME,2010,Yes,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,1999
1989201221,50 Apartments Units + 3 Live Work Units,"35,379","25,164",1,AVERAGE,WOOD FRAME,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,2014
1989201245,COOP APARTMENT,"25,800","20,755",1,AVERAGE/GOOD,MASONRY,1988,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1908
1989201255,THE UPTOWNER,"20,712","16,500",1,AVERAGE/GOOD,MASONRY,1990,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1908
1989201275,COOP APT,"26,250","13,829",1,AVERAGE/GOOD,WOOD FRAME,1988,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1908
1989201300,Mixed Use Retail/Apartment,"32,143","22,576",1,GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,7,2009
1989201305,QUEEN ANNE THOMAS APTS,"22,177","17,500",1,AVERAGE,MASONRY,1988,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1948
1989201340,ARKONA APARTMENTS,"43,712","36,000",1,AVERAGE/GOOD,MASONRY,1988,Yes,WALL FURNACE,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1908
1989201385,MID-RISE OFFICE BUILDING,"102,930","83,081",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Approx Square,Yes,5,1974
1989201400,Apartment Bldg,"83,270","46,100",1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,2007
1989201450,FIONIA APARTMENTS,"43,998","30,350",1,AVERAGE,MASONRY,1995,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1922
1990200190,CENTER WEST,"55,604","36,480",1,AVERAGE,MASONRY,1993,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,9,1969
1990200230,CAPE FLATTERY APTS,"25,056","19,790",1,AVERAGE,WOOD FRAME,1988,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,No,4,1959
1990200255,FIVE TEN PLACE,"46,800","31,739",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1990
1990200330,Apartment,"96,478","60,654",1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,HEAT PUMP,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,2014
1990200375,Mixed Use Apts.,"50,903","29,357",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,2002
1990200395,40 Apts - 3 Live/Work Units,"28,491","21,695",1,AVERAGE,WOOD FRAME,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,2014
1990200400,GREX APTS,"22,320","17,280",1,AVERAGE/GOOD,WOOD FRAME,2000,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1930
1991200005,MUSEUM,"141,718","141,718",1,EXCELLENT,STRUCTURAL STEEL,1999,Yes,COMPLETE HVAC,1,100,MUSEUM (481),Very Irreg,Yes,5,1999
1991200150,KOMO-TV STUDIOS and OFFICE BUILDING,"378,443","200,783",1,EXCELLENT,REINFORCED CONCRETE,2010,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Very Irreg,Yes,6,2001
1991200170,KOMO PLAZA - WEST BUILDING,"213,834","108,912",1,EXCELLENT,REINFORCED CONCRETE,2010,Yes,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,2001
1991200205,Mixed Use Residential- 258 units,"336,003","203,624",1,AVERAGE/GOOD,REINFORCED CONCRETE,2014,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,10,2014
1991200270,OFFICE,"43,183","41,592",1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1953
1991200300,Apartment- 106 UNITS,"94,909","60,581",1,GOOD,WOOD FRAME,2014,Yes,STEAM,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,2014
1991200520,OFFICES BUILDING,"15,682","13,988",1,AVERAGE,REINFORCED CONCRETE,1985,No,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1959
1991200540,BEST WESTERN EXECUTIVE INN,"109,017","79,608",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,REFRIGERATED COOLING,1,100,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,5,1979
1991200600,"Bldg ""A""","256,154","128,621",1,GOOD,WOOD FRAME,2012,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,6,2010
1991200705,OFFICE AND MUSEUM SUPPORT BLDG.,"51,552","46,685",1,GOOD,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,2013
1991200730,QUALITY INN & SUITES - SEATTLE,"113,173","70,627",1,AVERAGE,MASONRY,1995,Yes,HOT WATER,1,100,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,5,1959
1991200765,TRAVELODGE BY THE SPACE NEEDLE - SEATTLE,"38,520","38,520",1,LOW/AVERAGE,MASONRY,1990,Yes,ELECTRIC WALL,1,100,"HOTEL, LIMITED (332)",Long Rect or Irreg,No,4,1959
1991200800,SEATTLE PACIFIC HOTEL,"29,186","24,930",1,LOW COST,MASONRY,1971,Yes,ELECTRIC WALL,1,100,"MOTEL, LIMITED (343)",Long Rect or Irreg,No,3,1961
1991200935,HOLIDAY INN - SEATTLE,"150,453","115,718",1,AVERAGE,WOOD FRAME,2000,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,7,2000
1991200940,HOLIDAY INN EXPRESS & SUITES - SEATTLE,"116,300","87,250",1,AVERAGE,REINFORCED CONCRETE,2005,Yes,PACKAGE UNIT,1,100,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,6,1997
1991201030,BOREALIS APARTMENTS,"60,364","36,538",1,AVERAGE,WOOD FRAME,2008,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,6,2008
1991201120,Low Income Housing,"81,993","62,773",1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,PACKAGE UNIT,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,2014
1991201265,OFFICE BUILDING Amazon Apollo Bldg,"480,702","317,442",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2014,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,12,2014
1991201375,CHURCH,"27,338","27,338",1,AVERAGE,REINFORCED CONCRETE,1985,,FORCED AIR UNIT,1,100,CHURCH (309),Rect or Slight Irreg,,1,1960
1991201405,Mixed use retail & low income apts,"53,245","32,168",1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,2005
1992200030,PUGET VISTA APTS,"42,156","30,930",1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1967
1992200045,OFFICE/ LAB BUILDING,"34,416","28,024",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,HEAT PUMP,1,100,LABORATORIES (496),Approx Square,Yes,2,1962
1992200170,OFFICE BUILDING,"275,734","223,619",1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1981
1992200235,HOMEWOOD SUITES SEATTLE (QA),"155,602","118,858",1,AVERAGE/GOOD,REINFORCED CONCRETE,2005,Yes,WARMED AND COOLED AIR,1,100,"HOTEL, SUITE (842)",Very Irreg,Yes,6,1998
1992200400,INDUSTRIAL/OFFICE WORK LOFTS,"45,864","38,984",1,AVERAGE,REINFORCED CONCRETE,1992,,HOT WATER,1,100,LOFT (338),Rect or Slight Irreg,Yes,3,1930
1992200425,LOFT,"62,600","56,340",1,AVERAGE,MASONRY,1985,,HOT WATER,1,100,LOFT (338),Rect or Slight Irreg,No,4,1928
2024049016,Vehicle(Van) Terminal,"123,061","123,061",1,AVERAGE,MASONRY,2005,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,2001
2024049059,WHSE/OFF,"26,150","26,150",1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1962
2024049060,WHSE/OFF,"59,090","59,090",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1963
2024049061,dist warehouse,"106,000","106,000",1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1963
2024049068,OFFICE,"24,000","20,498",1,LOW COST,WOOD FRAME,1970,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1967
2025049007,McDonnell Hall & Healy Theater,"43,058","43,058",1,GOOD,MASONRY,2000,,HOT WATER,4,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,3,1926
2025049030,Office,"50,499","35,515",1,GOOD,MASONRY,2000,Yes,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Very Irreg,Yes,3,2000
2025049040,OFFICE BLDG,"54,465","44,860",1,GOOD,STRUCTURAL STEEL,2000,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1964
2025049052,ST NICHOLAS SCHOOL,"45,960","45,960",1,GOOD,MASONRY,1960,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1930
2025049091,MINOR TOWER 35 UNIT,"37,361","29,866",1,AVERAGE,WOOD FRAME,2000,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1974
2025049128,LAKE VIEW APARTMENTS,"21,112","15,487",1,AVERAGE,WOOD FRAME,1988,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1949
2026049013,24 - UNIT APT,"22,646","19,249",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1987
2026049019,JACKSON GREENS APTS,"72,459","66,263",1,AVERAGE,WOOD FRAME,1998,No,ELECTRIC WALL,6,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1985
2026049022,PRIVATE MIDDLE SCHOOL,"49,252","49,252",2,GOOD,MASONRY,2000,No,FORCED AIR UNIT,1,100,JUNIOR HIGH SCHOOL (ENTIRE) (366),Very Irreg,Yes,2,1999
2044500281,Kimberly Apts,"51,510","33,687",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1989
2044500350,RIVIERA NORTHGATE APTS,"36,408","27,944",1,AVERAGE,WOOD FRAME,1992,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1970
2044500360,RETIREMENT HOME,"89,391","89,391",1,AVERAGE,WOOD FRAME,1985,Yes,COMPLETE HVAC,2,100,MULTIPLE RESIDENCE (SENIOR CITIZEN) (451),Rect or Slight Irreg,Yes,4,1962
2044500380,PINEHURST APTS,"51,387","43,312",1,GOOD,WOOD FRAME,2000,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1978
2044500390,ELEMENTARY PUBLIC SCHOOL,"86,558","86,558",1,GOOD,MASONRY,2017,Yes,COMPLETE HVAC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Very Irreg,Yes,3,2017
2061100030,CRYSTAL COURT APTS & RETAIL,"25,763","17,475",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1989
2095200005,GENESEE HILL ELEMENTARY SCHOOL,"94,294","94,294",1,GOOD,WOOD FRAME,2016,,COMPLETE HVAC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Very Irreg,Yes,3,2016
2107700110,ILLUMINA LAKE UNION,"106,524","52,124",1,AVERAGE,STRUCTURAL STEEL,2007,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2004
2107700160,Office Building,"33,176","33,176",2,AVERAGE,WOOD FRAME,1992,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1987
2107700210,1551 EASTLAKE,"158,600","120,200",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Long Rect or Irreg,Yes,3,1962
2107700260,BANK,"25,194","21,430",1,AVERAGE,REINFORCED CONCRETE,2000,,HEAT PUMP,1,100,BANK (304),Rect or Slight Irreg,No,3,1993
2114700295,HILL VILLA APTS,"21,385","16,914",1,AVERAGE,WOOD FRAME,1992,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1967
2114700445,HOLDEN COURT,"31,288","20,790",1,AVERAGE,WOOD FRAME,1996,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1980
2123700235,PUBLIC ELEMENTARY SCHOOL,"24,436","24,436",1,GOOD,MASONRY,1990,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1924
2123700250,SOUTH SHORE ALTERNATIVE HIGH SCHOOL,"31,737","31,737",1,GOOD,WOOD FRAME,2009,,COMPLETE HVAC,1,100,HIGH SCHOOL (ENTIRE) (484),Very Irreg,Yes,2,2009
2123700355,HENDERSON ARMS,"30,891","25,104",1,AVERAGE,WOOD FRAME,1995,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1962
2123700405,39 TOWNHOUSE UNITS IN 7 BLDGS,"40,542","36,958",1,AVERAGE,WOOD FRAME,2006,,ELECTRIC,7,100,APARTMENT (300),Long Rect or Irreg,,2,2000
